To,From,type
PLK4,TPI1,codep
PLK4,TUBB8,codep
PLK4,USP37,codep
PLK4,WDR77,codep
PLRG1,POLR1B,codep
PLRG1,POLR3F,codep
PLRG1,PPIL2,codep
PLRG1,PPIL4,codep
PLRG1,PPP1R10,codep
PLRG1,PRMT5,codep
PLRG1,PRPF18,codep
PLRG1,PSMD13,codep
PLRG1,RAD51C,codep
PLRG1,RAD51D,codep
PLRG1,RAD9A,codep
PLRG1,RANBP2,codep
PLRG1,RBBP4,codep
PLRG1,RBMX2,codep
PLRG1,RFC4,codep
PLRG1,RPS25,codep
PLRG1,RPTOR,codep
PLRG1,SKP1,codep
PLRG1,SKP2,codep
PLRG1,SNAPC3,codep
PLRG1,SNAPC5,codep
PLRG1,SOD2,codep
PLRG1,SRP68,codep
PLRG1,SRRM1,codep
PLRG1,SRSF10,codep
PLRG1,TAF1,codep
PLRG1,TAF8,codep
PLRG1,TFIP11,codep
PLRG1,THAP1,codep
PLRG1,THG1L,codep
PLRG1,TINF2,codep
PLRG1,TMED10,codep
PLRG1,TMED2,codep
PLRG1,TPI1,codep
PLRG1,TPT1,codep
PLRG1,TXNL4B,codep
PLRG1,USP37,codep
PLRG1,VHL,codep
PLRG1,VPS51,codep
PLRG1,WDR77,codep
PLRG1,WTAP,codep
PLRG1,XRCC3,codep
PMF1,RAD51,codep
PMF1,THOC1,codep
PMF1,UXT,codep
POGZ,POLR1B,codep
POGZ,RCC1,codep
POGZ,SEC13,codep
POGZ,TUBB8,codep
POLG,PTCD3,codep
POLG,RAD51D,codep
POLR1B,POLR3F,codep
POLR1B,POU2AF1,codep
POLR1B,PPAN,codep
POLR1B,PPIA,codep
POLR1B,PPIL2,codep
POLR1B,PPP1R12A,codep
POLR1B,PPP1R7,codep
POLR1B,PPP4R2,codep
POLR1B,PRMT1,codep
POLR1B,PSMD13,codep
POLR1B,RABGGTB,codep
POLR1B,RAD17,codep
POLR1B,RAD51C,codep
POLR1B,RAD51D,codep
POLR1B,RAD9A,codep
POLR1B,RBMX2,codep
POLR1B,RCC1,codep
POLR1B,RFC4,codep
POLR1B,RFC5,codep
POLR1B,RNF113A,codep
POLR1B,RPL26L1,codep
POLR1B,RPL36A,codep
POLR1B,RPL38,codep
POLR1B,RPN2,codep
POLR1B,RPS21,codep
POLR1B,RPTOR,codep
POLR1B,RRP12,codep
POLR1B,RSL1D1,codep
POLR1B,RTCB,codep
POLR1B,SART1,codep
POLR1B,SDAD1,codep
POLR1B,SEC13,codep
POLR1B,SEC61G,codep
POLR1B,SETD1A,codep
POLR1B,SKA2,codep
POLR1B,SKP1,codep
POLR1B,SMC3,codep
POLR1B,SMG1,codep
POLR1B,SMG7,codep
POLR1B,SOD2,codep
POLR1B,SRFBP1,codep
POLR1B,SRP68,codep
POLR1B,SUDS3,codep
POLR1B,SUZ12,codep
POLR1B,SYMPK,codep
POLR1B,TAF1,codep
POLR1B,TAF1B,codep
POLR1B,TAF8,codep
POLR1B,THAP11,codep
POLR1B,TINF2,codep
POLR1B,TOP1,codep
POLR1B,TOP3A,codep
POLR1B,TRA2B,codep
POLR1B,TSG101,codep
POLR1B,TXN,codep
POLR1B,TXNL4B,codep
POLR1B,UBE2L3,codep
POLR1B,UPF1,codep
POLR1B,USP37,codep
POLR1B,USP7,codep
POLR1B,VHL,codep
POLR1B,VPS51,codep
POLR1B,WDR73,codep
POLR1B,XRCC3,codep
POLR1B,XRCC5,codep
POLR1B,YBX1,codep
POLR1B,YY1,codep
POLR1B,ZBTB17,codep
POLR3C,POLR3F,codep
POLR3C,RABGGTB,codep
POLR3C,RCC1,codep
POLR3C,RFC5,codep
POLR3C,RNMT,codep
POLR3C,RRP12,codep
POLR3C,SKP1,codep
POLR3C,SOD1,codep
POLR3C,TOP3A,codep
POLR3C,XRCC5,codep
POLR3E,PPP1R10,codep
POLR3E,PSMD13,codep
POLR3E,RAD51C,codep
POLR3E,RAD9A,codep
POLR3E,RNF113A,codep
POLR3E,RSL1D1,codep
POLR3E,SNAPC5,codep
POLR3E,TAF1,codep
POLR3E,TFIP11,codep
POLR3E,THG1L,codep
POLR3E,TINF2,codep
POLR3E,TPI1,codep
POLR3E,TUBB,codep
POLR3E,TUBB8,codep
POLR3E,WDR77,codep
POLR3F,PPAN,codep
POLR3F,PPIA,codep
POLR3F,PPIH,codep
POLR3F,PPIL2,codep
POLR3F,PPP4R2,codep
POLR3F,PSMD13,codep
POLR3F,PSMD4,codep
POLR3F,PTMA,codep
POLR3F,RABGGTB,codep
POLR3F,RAD17,codep
POLR3F,RAD51C,codep
POLR3F,RAD51D,codep
POLR3F,RAD9A,codep
POLR3F,RBM14,codep
POLR3F,RBMX2,codep
POLR3F,RCC1,codep
POLR3F,RFC4,codep
POLR3F,RFC5,codep
POLR3F,RNF113A,codep
POLR3F,RPL30,codep
POLR3F,RPN2,codep
POLR3F,RPS21,codep
POLR3F,RPTOR,codep
POLR3F,RSL1D1,codep
POLR3F,SDAD1,codep
POLR3F,SEC13,codep
POLR3F,SEC61G,codep
POLR3F,SF3B2,codep
POLR3F,SKA2,codep
POLR3F,SKP1,codep
POLR3F,SMG1,codep
POLR3F,SMG7,codep
POLR3F,SOD2,codep
POLR3F,SRFBP1,codep
POLR3F,SRP68,codep
POLR3F,SRRM1,codep
POLR3F,STAG2,codep
POLR3F,STRAP,codep
POLR3F,SYMPK,codep
POLR3F,TAF1,codep
POLR3F,TAF5L,codep
POLR3F,TAF8,codep
POLR3F,THAP11,codep
POLR3F,THOC1,codep
POLR3F,TINF2,codep
POLR3F,TOP1,codep
POLR3F,TOP3A,codep
POLR3F,TPT1,codep
POLR3F,TSG101,codep
POLR3F,TXNL4B,codep
POLR3F,UBE2L3,codep
POLR3F,UBR5,codep
POLR3F,UPF1,codep
POLR3F,USP37,codep
POLR3F,USP7,codep
POLR3F,USP9X,codep
POLR3F,VPS51,codep
POLR3F,XRCC3,codep
POLR3F,YY1,codep
POT1,PPCDC,codep
POT1,TEN1,codep
POT1,TINF2,codep
POT1,XRCC3,codep
POU2AF1,POU5F1B,codep
POU2AF1,PPP2R1A,codep
POU2AF1,PRDM1,codep
POU2AF1,RHOA,codep
POU2AF1,SUZ12,codep
POU2AF1,SYVN1,codep
POU2AF1,TADA2B,codep
POU2AF1,TAF12,codep
POU2AF1,TAF5L,codep
POU2AF1,TFRC,codep
POU2AF1,THAP11,codep
POU5F1B,PRDM1,codep
PPAN,PPIA,codep
PPAN,PRMT1,codep
PPAN,PRMT5,codep
PPAN,RABGGTB,codep
PPAN,RAD51C,codep
PPAN,RCC1,codep
PPAN,RFC4,codep
PPAN,RFC5,codep
PPAN,RNF113A,codep
PPAN,RNF4,codep
PPAN,RPL26L1,codep
PPAN,RPTOR,codep
PPAN,RRP12,codep
PPAN,RSL1D1,codep
PPAN,RTCB,codep
PPAN,SART1,codep
PPAN,SDAD1,codep
PPAN,SEC13,codep
PPAN,SEC61G,codep
PPAN,SETD1A,codep
PPAN,SKP1,codep
PPAN,SMC3,codep
PPAN,SMG1,codep
PPAN,SNAPC5,codep
PPAN,SOD1,codep
PPAN,SYMPK,codep
PPAN,THG1L,codep
PPAN,THOC1,codep
PPAN,TOP3A,codep
PPAN,TPI1,codep
PPAN,TSPYL5,codep
PPAN,TUBB8,codep
PPAN,TXN,codep
PPAN,TXNL4B,codep
PPAN,UBR5,codep
PPAN,VPS51,codep
PPAN,WDR77,codep
PPAN,YBX1,codep
PPAN,YY1,codep
PPAN,ZCRB1,codep
PPCDC,RHOA,codep
PPCDC,SMARCE1,codep
PPCDC,TEN1,codep
PPCDC,TFRC,codep
PPCDC,THAP11,codep
PPIA,PRMT1,codep
PPIA,RABGGTB,codep
PPIA,RAD51D,codep
PPIA,RCC1,codep
PPIA,RFC5,codep
PPIA,RNF113A,codep
PPIA,RPL26L1,codep
PPIA,RPL36A,codep
PPIA,RPTOR,codep
PPIA,SDAD1,codep
PPIA,SEC13,codep
PPIA,SKP1,codep
PPIA,SUMO2,codep
PPIA,TAF1,codep
PPIA,TXNL4B,codep
PPIA,YWHAZ,codep
PPIAL4G,PRPF18,codep
PPIAL4G,RPL36A,codep
PPIAL4G,SOD1,codep
PPIAL4G,TFIP11,codep
PPIAL4G,YWHAZ,codep
PPIH,PPIL2,codep
PPIH,THAP11,codep
PPIH,ZNF217,codep
PPIL1,PPP1R12A,codep
PPIL1,PTMA,codep
PPIL1,SNRNP40,codep
PPIL1,SRSF6,codep
PPIL1,TFRC,codep
PPIL1,TRA2B,codep
PPIL2,PSMD13,codep
PPIL2,PTBP1,codep
PPIL2,RAD51,codep
PPIL2,RBMX2,codep
PPIL2,RFC4,codep
PPIL2,SDAD1,codep
PPIL2,SEC61G,codep
PPIL2,SKP1,codep
PPIL2,SRFBP1,codep
PPIL2,TOP1,codep
PPIL2,TOP3A,codep
PPIL2,TPI1,codep
PPIL2,VHL,codep
PPIL2,WTAP,codep
PPIL4,RPL10,codep
PPIL4,RPS21,codep
PPIL4,SRSF10,codep
PPIL4,SYVN1,codep
PPP1CA,PPP1R12A,codep
PPP1CA,PPP1R7,codep
PPP1CA,PTPN11,codep
PPP1CA,RPF1,codep
PPP1CB,PPP1R12A,codep
PPP1CB,PPP1R7,codep
PPP1CB,PPP2R1A,codep
PPP1CB,PTPN11,codep
PPP1CB,SOD2,codep
PPP1CB,SUMO2,codep
PPP1CB,TFRC,codep
PPP1R10,PRMT5,codep
PPP1R10,RAD51D,codep
PPP1R10,RAD9A,codep
PPP1R10,RANBP2,codep
PPP1R10,RBBP4,codep
PPP1R10,RTCB,codep
PPP1R10,RTF1,codep
PPP1R10,SART1,codep
PPP1R10,SF3B2,codep
PPP1R10,SLC25A3,codep
PPP1R10,SMARCE1,codep
PPP1R10,SNAPC5,codep
PPP1R10,SOD1,codep
PPP1R10,SOD2,codep
PPP1R10,SRP68,codep
PPP1R10,SRRM1,codep
PPP1R10,TAF1,codep
PPP1R10,TAF5,codep
PPP1R10,TFIP11,codep
PPP1R10,THG1L,codep
PPP1R10,TPI1,codep
PPP1R10,TSEN54,codep
PPP1R10,TSG101,codep
PPP1R10,TTC4,codep
PPP1R10,TUBB8,codep
PPP1R10,USP37,codep
PPP1R10,WDR77,codep
PPP1R10,WTAP,codep
PPP1R10,XRCC3,codep
PPP1R10,ZNF131,codep
PPP1R12A,PPP1R7,codep
PPP1R12A,PPP2R1A,codep
PPP1R12A,PRMT5,codep
PPP1R12A,PTMA,codep
PPP1R12A,SNRPB2,codep
PPP1R12A,SOD1,codep
PPP1R12A,SRP68,codep
PPP1R12A,SUMO2,codep
PPP1R12A,SUPT4H1,codep
PPP1R12A,SUZ12,codep
PPP1R12A,TAF10,codep
PPP1R12A,TAF5L,codep
PPP1R12A,TFAM,codep
PPP1R12A,TFRC,codep
PPP1R12A,TRA2B,codep
PPP1R12A,TTF2,codep
PPP1R12A,WDR73,codep
PPP1R12A,YY1,codep
PPP1R7,PPP2R1A,codep
PPP1R7,PTPN11,codep
PPP1R7,SOD2,codep
PPP1R7,SRF,codep
PPP1R7,SRSF10,codep
PPP1R7,SUMO2,codep
PPP1R7,TFRC,codep
PPP1R7,TPT1,codep
PPP1R8,PRMT5,codep
PPP1R8,RPL10,codep
PPP1R8,RPTOR,codep
PPP1R8,SDAD1,codep
PPP1R8,SNAPC3,codep
PPP1R8,SNRNP40,codep
PPP1R8,USP7,codep
PPP1R8,WDR77,codep
PPP2CA,RPTOR,codep
PPP2CA,TFRC,codep
PPP2R1A,RBBP6,codep
PPP2R1A,RCC1,codep
PPP2R1A,RNF113A,codep
PPP2R1A,TFRC,codep
PPP2R1A,TINF2,codep
PPP4R2,RABGGTB,codep
PPP4R2,RBM14,codep
PPP4R2,RCC1,codep
PPP4R2,RFC5,codep
PPP4R2,RSL1D1,codep
PPP4R2,SDAD1,codep
PPP4R2,SEC61G,codep
PPP4R2,SKP1,codep
PPP4R2,SRFBP1,codep
PPP4R2,TAF8,codep
PPP4R2,TMED2,codep
PPP4R2,TXNL4B,codep
PPP4R2,UBR5,codep
PPP4R2,USP7,codep
PPP4R2,USP9X,codep
PRDM1,TCF3,codep
PRDM1,ZNF217,codep
PRMT1,PRMT5,codep
PRMT1,PWP1,codep
PRMT1,RABGGTB,codep
PRMT1,RANBP2,codep
PRMT1,RBBP4,codep
PRMT1,RBBP5,codep
PRMT1,RCC1,codep
PRMT1,RFC4,codep
PRMT1,RFC5,codep
PRMT1,RNF113A,codep
PRMT1,RNMT,codep
PRMT1,RPL28,codep
PRMT1,RRP12,codep
PRMT1,RSL1D1,codep
PRMT1,RTCB,codep
PRMT1,RTF1,codep
PRMT1,SART1,codep
PRMT1,SDAD1,codep
PRMT1,SKP1,codep
PRMT1,SMG1,codep
PRMT1,SNAPC5,codep
PRMT1,SOD1,codep
PRMT1,SON,codep
PRMT1,SYMPK,codep
PRMT1,TAF12,codep
PRMT1,THG1L,codep
PRMT1,THOC1,codep
PRMT1,TOP1,codep
PRMT1,TOP3A,codep
PRMT1,TPI1,codep
PRMT1,TUBB,codep
PRMT1,TUBB8,codep
PRMT1,TXN,codep
PRMT1,TXNL4B,codep
PRMT1,WDR77,codep
PRMT1,YY1,codep
PRMT1,ZCRB1,codep
PRMT5,PRPF18,codep
PRMT5,PSMD13,codep
PRMT5,RAD9A,codep
PRMT5,RANBP2,codep
PRMT5,RBBP4,codep
PRMT5,RBMXL1,codep
PRMT5,RFC5,codep
PRMT5,RNMT,codep
PRMT5,RTF1,codep
PRMT5,SKP2,codep
PRMT5,SNAPC3,codep
PRMT5,SNAPC5,codep
PRMT5,SOD1,codep
PRMT5,SOD2,codep
PRMT5,SRBD1,codep
PRMT5,TAF1,codep
PRMT5,TAF12,codep
PRMT5,TAF5,codep
PRMT5,TFDP1,codep
PRMT5,TFIP11,codep
PRMT5,THG1L,codep
PRMT5,TINF2,codep
PRMT5,TPI1,codep
PRMT5,TSPYL5,codep
PRMT5,TUBB8,codep
PRMT5,TXN,codep
PRMT5,WDR77,codep
PRMT5,XRCC3,codep
PRMT5,YBX1,codep
PRMT5,ZNF131,codep
PRPF18,RAD51C,codep
PRPF18,RAD9A,codep
PRPF18,RANBP2,codep
PRPF18,RBM14,codep
PRPF18,RPS25,codep
PRPF18,RTF1,codep
PRPF18,SNAPC5,codep
PRPF18,SOD1,codep
PRPF18,SRBD1,codep
PRPF18,TAF1,codep
PRPF18,TFIP11,codep
PRPF18,TPI1,codep
PRPF18,USP9X,codep
PRPF18,WDR77,codep
PRPF18,XRCC3,codep
PRPF40A,RFC4,codep
PRPF40A,RPTOR,codep
PRPF40A,SKP1,codep
PRPF40A,SON,codep
PRPF40A,THG1L,codep
PRPF40A,TOP3A,codep
PRPF40A,TXN,codep
PRPF40A,VHL,codep
PSMD13,PSMD4,codep
PSMD13,RABGGTB,codep
PSMD13,RAD51C,codep
PSMD13,RAD51D,codep
PSMD13,RAD9A,codep
PSMD13,RANBP2,codep
PSMD13,RBMX2,codep
PSMD13,RFC4,codep
PSMD13,RNMT,codep
PSMD13,RPN2,codep
PSMD13,RPS21,codep
PSMD13,RPS25,codep
PSMD13,RPTOR,codep
PSMD13,RTF1,codep
PSMD13,SDAD1,codep
PSMD13,SEC13,codep
PSMD13,SEC61G,codep
PSMD13,SKP1,codep
PSMD13,SMC3,codep
PSMD13,SNAPC5,codep
PSMD13,SOD2,codep
PSMD13,SRFBP1,codep
PSMD13,SRP68,codep
PSMD13,SRRM1,codep
PSMD13,TAF1,codep
PSMD13,TAF8,codep
PSMD13,TFIP11,codep
PSMD13,THAP1,codep
PSMD13,THAP11,codep
PSMD13,TMED10,codep
PSMD13,TOP1,codep
PSMD13,TPI1,codep
PSMD13,TPT1,codep
PSMD13,TXNL4B,codep
PSMD13,UPF1,codep
PSMD13,USP37,codep
PSMD13,VHL,codep
PSMD13,VPS51,codep
PSMD13,WDR73,codep
PSMD13,WDR77,codep
PSMD13,WTAP,codep
PSMD13,XRCC3,codep
PSMD4,TEN1,codep
PSMD4,XRCC3,codep
PTCD3,RTF1,codep
PTCD3,SOD2,codep
PTCD3,TFAM,codep
PTMA,SUPT4H1,codep
PTPN11,TAF10,codep
PTPN11,TMED10,codep
PWP1,SART1,codep
PWP1,SERBP1,codep
RAB6A,SETD1A,codep
RAB6A,VPS51,codep
RAB6A,YBX1,codep
RABGGTB,RAD51D,codep
RABGGTB,RBM14,codep
RABGGTB,RBMX2,codep
RABGGTB,RCC1,codep
RABGGTB,RFC4,codep
RABGGTB,RFC5,codep
RABGGTB,RNF113A,codep
RABGGTB,RPL30,codep
RABGGTB,RPN2,codep
RABGGTB,RPS21,codep
RABGGTB,RPTOR,codep
RABGGTB,RRP12,codep
RABGGTB,RSL1D1,codep
RABGGTB,SART1,codep
RABGGTB,SDAD1,codep
RABGGTB,SEC13,codep
RABGGTB,SEC61G,codep
RABGGTB,SETDB1,codep
RABGGTB,SKP1,codep
RABGGTB,SMG1,codep
RABGGTB,SOD1,codep
RABGGTB,SON,codep
RABGGTB,SRFBP1,codep
RABGGTB,SRP68,codep
RABGGTB,SRRM1,codep
RABGGTB,TAF8,codep
RABGGTB,TOP1,codep
RABGGTB,TOP3A,codep
RABGGTB,TSPYL5,codep
RABGGTB,TUBB8,codep
RABGGTB,TXN,codep
RABGGTB,TXNL4B,codep
RABGGTB,UBR5,codep
RABGGTB,USP7,codep
RABGGTB,VPS51,codep
RABGGTB,XRCC3,codep
RABGGTB,XRCC5,codep
RABGGTB,YY1,codep
RABGGTB,ZBTB17,codep
RACGAP1,SEC13,codep
RACGAP1,STRAP,codep
RACGAP1,TBP,codep
RACGAP1,TFRC,codep
RAD17,RAD9A,codep
RAD17,RBMX2,codep
RAD17,RFC4,codep
RAD17,RPTOR,codep
RAD17,SDAD1,codep
RAD17,SEC13,codep
RAD17,SKP1,codep
RAD17,SMG1,codep
RAD17,SRRM1,codep
RAD17,TOP1,codep
RAD17,TOP3A,codep
RAD17,TXN,codep
RAD17,TXNL4B,codep
RAD17,USP37,codep
RAD17,VHL,codep
RAD17,XRCC5,codep
RAD51,RAD51C,codep
RAD51,RPL28,codep
RAD51,RSL1D1,codep
RAD51,SRFBP1,codep
RAD51,XRCC3,codep
RAD51,XRCC5,codep
RAD51C,RAD51D,codep
RAD51C,RBMX2,codep
RAD51C,RPL26L1,codep
RAD51C,SEC13,codep
RAD51C,SKP1,codep
RAD51C,SRP68,codep
RAD51C,TAF1,codep
RAD51C,TINF2,codep
RAD51C,TPT1,codep
RAD51C,WTAP,codep
RAD51C,XRCC3,codep
RAD51D,RAD9A,codep
RAD51D,RBMX2,codep
RAD51D,RBX1,codep
RAD51D,RCC1,codep
RAD51D,SDAD1,codep
RAD51D,SEC13,codep
RAD51D,SEC61G,codep
RAD51D,SF3B2,codep
RAD51D,SKP1,codep
RAD51D,SNRPB2,codep
RAD51D,SOD2,codep
RAD51D,SRFBP1,codep
RAD51D,SRP68,codep
RAD51D,SRRM1,codep
RAD51D,SUMO2,codep
RAD51D,TAF1,codep
RAD51D,TAF13,codep
RAD51D,TAF8,codep
RAD51D,TFAM,codep
RAD51D,TFIP11,codep
RAD51D,THG1L,codep
RAD51D,TIMM8A,codep
RAD51D,TOP1,codep
RAD51D,TSG101,codep
RAD51D,TTC4,codep
RAD51D,WDR77,codep
RAD51D,WTAP,codep
RAD51D,XRCC3,codep
RAD9A,RBMX2,codep
RAD9A,RPS21,codep
RAD9A,SDAD1,codep
RAD9A,SEC61G,codep
RAD9A,SETDB1,codep
RAD9A,SKP2,codep
RAD9A,SNAPC5,codep
RAD9A,SNRNP40,codep
RAD9A,SOD2,codep
RAD9A,SRFBP1,codep
RAD9A,SRP68,codep
RAD9A,SRRM1,codep
RAD9A,TAF1,codep
RAD9A,TAF12,codep
RAD9A,TAF5,codep
RAD9A,TAF8,codep
RAD9A,TEN1,codep
RAD9A,TFIP11,codep
RAD9A,TINF2,codep
RAD9A,TMED10,codep
RAD9A,TMED2,codep
RAD9A,TPI1,codep
RAD9A,TUBB8,codep
RAD9A,TXN,codep
RAD9A,UBE2N,codep
RAD9A,WDR77,codep
RAD9A,WTAP,codep
RAD9A,XRCC3,codep
RAD9A,ZNF131,codep
RAD9A,ZNF217,codep
RANBP2,RFC5,codep
RANBP2,RNF113A,codep
RANBP2,RPS25,codep
RANBP2,RSL1D1,codep
RANBP2,RTF1,codep
RANBP2,SNAPC5,codep
RANBP2,SNRPB2,codep
RANBP2,SOD1,codep
RANBP2,SRBD1,codep
RANBP2,SYF2,codep
RANBP2,TAF1,codep
RANBP2,THG1L,codep
RANBP2,TPI1,codep
RANBP2,TSG101,codep
RANBP2,TUBB8,codep
RANBP2,WDR77,codep
RBBP4,RBM14,codep
RBBP4,RFC5,codep
RBBP4,RNF113A,codep
RBBP4,RNMT,codep
RBBP4,RTF1,codep
RBBP4,SENP6,codep
RBBP4,SOD1,codep
RBBP4,TAF1,codep
RBBP4,TAF5,codep
RBBP4,TFIP11,codep
RBBP4,THG1L,codep
RBBP4,THOC1,codep
RBBP4,TPI1,codep
RBBP4,TPT1,codep
RBBP4,TUBB8,codep
RBBP4,UBE2N,codep
RBBP4,WDR77,codep
RBBP4,ZNF131,codep
RBBP5,RBMXL1,codep
RBBP5,RNMT,codep
RBBP5,SEC13,codep
RBBP5,SON,codep
RBBP5,THG1L,codep
RBBP5,TUBB8,codep
RBBP6,RPL36A,codep
RBBP6,SUMO2,codep
RBBP6,TAF12,codep
RBBP6,TBP,codep
RBBP6,TFIP11,codep
RBBP6,TXN,codep
RBM14,RNF113A,codep
RBM14,SF3B2,codep
RBM14,SRFBP1,codep
RBM14,TAF1,codep
RBM14,THG1L,codep
RBM14,TUBB8,codep
RBM14,UBE2N,codep
RBMX,RBMXL1,codep
RBMX,RNF113A,codep
RBMX,RTCB,codep
RBMX2,RFC4,codep
RBMX2,RHOA,codep
RBMX2,RPS21,codep
RBMX2,RPTOR,codep
RBMX2,SDAD1,codep
RBMX2,SEC13,codep
RBMX2,SEC61G,codep
RBMX2,SKP1,codep
RBMX2,SKP2,codep
RBMX2,SOD2,codep
RBMX2,SRFBP1,codep
RBMX2,SRP68,codep
RBMX2,SRRM1,codep
RBMX2,SYF2,codep
RBMX2,SYMPK,codep
RBMX2,TAF1,codep
RBMX2,TAF8,codep
RBMX2,THAP11,codep
RBMX2,TOP1,codep
RBMX2,TOP3A,codep
RBMX2,TPI1,codep
RBMX2,TPT1,codep
RBMX2,TSG101,codep
RBMX2,TXNL4B,codep
RBMX2,UPF1,codep
RBMX2,USP37,codep
RBMX2,USP7,codep
RBMX2,VHL,codep
RBMX2,VPS51,codep
RBMX2,XRCC3,codep
RBMX2,ZBTB17,codep
RBMX2,ZNF217,codep
RBMXL1,RFC5,codep
RBMXL1,RNF113A,codep
RBMXL1,RTCB,codep
RBMXL1,RTF1,codep
RBMXL1,SART1,codep
RBMXL1,SETD1A,codep
RBMXL1,SNAPC5,codep
RBMXL1,SOD1,codep
RBMXL1,SON,codep
RBMXL1,SRP14,codep
RBMXL1,THG1L,codep
RBMXL1,TUBB8,codep
RBMXL1,TXNL4B,codep
RBMXL1,WDR77,codep
RBMXL1,YBX1,codep
RBX1,RPL36A,codep
RBX1,SF3B2,codep
RBX1,TFIP11,codep
RBX1,TINF2,codep
RBX1,TSEN54,codep
RBX1,TSG101,codep
RCC1,RFC4,codep
RCC1,RFC5,codep
RCC1,RNF113A,codep
RCC1,RPL26L1,codep
RCC1,RPL36A,codep
RCC1,RPL9,codep
RCC1,RRP12,codep
RCC1,RSL1D1,codep
RCC1,RTF1,codep
RCC1,SART1,codep
RCC1,SDAD1,codep
RCC1,SEC13,codep
RCC1,SEC61B,codep
RCC1,SENP6,codep
RCC1,SETD1A,codep
RCC1,SKP1,codep
RCC1,SMC3,codep
RCC1,SMG1,codep
RCC1,SOD1,codep
RCC1,SUMO2,codep
RCC1,SYMPK,codep
RCC1,TOP1,codep
RCC1,TOP3A,codep
RCC1,TUBB8,codep
RCC1,TXN,codep
RCC1,TXNL4B,codep
RCC1,USP7,codep
RCC1,WDR73,codep
RCC1,XRCC5,codep
RCC1,YBX1,codep
RCC1,YWHAZ,codep
RCC1,YY1,codep
RELA,VPS51,codep
RFC4,RFC5,codep
RFC4,RPN2,codep
RFC4,RPS21,codep
RFC4,RPTOR,codep
RFC4,RRP12,codep
RFC4,RTCB,codep
RFC4,SART1,codep
RFC4,SDAD1,codep
RFC4,SEC13,codep
RFC4,SEC61G,codep
RFC4,SKP1,codep
RFC4,SMC3,codep
RFC4,SMG1,codep
RFC4,SOD1,codep
RFC4,SON,codep
RFC4,SRFBP1,codep
RFC4,TAF8,codep
RFC4,THG1L,codep
RFC4,TOP1,codep
RFC4,TOP3A,codep
RFC4,TXN,codep
RFC4,TXNL4B,codep
RFC4,UBR5,codep
RFC4,USP37,codep
RFC4,USP7,codep
RFC4,VPS51,codep
RFC4,YY1,codep
RFC5,RNF113A,codep
RFC5,RPN2,codep
RFC5,RRP12,codep
RFC5,RSL1D1,codep
RFC5,RTCB,codep
RFC5,SART1,codep
RFC5,SDAD1,codep
RFC5,SEC13,codep
RFC5,SETD1A,codep
RFC5,SKP1,codep
RFC5,SMG1,codep
RFC5,SNAPC5,codep
RFC5,SOD1,codep
RFC5,SON,codep
RFC5,SYMPK,codep
RFC5,TAF1,codep
RFC5,THG1L,codep
RFC5,THOC1,codep
RFC5,TOP3A,codep
RFC5,TSPYL5,codep
RFC5,TUBB8,codep
RFC5,TXN,codep
RFC5,TXNL4B,codep
RFC5,USP7,codep
RFC5,WDR77,codep
RFC5,XRCC5,codep
RFC5,YY1,codep
RHOA,SRBD1,codep
RHOA,TFRC,codep
RHOA,THAP1,codep
RIOK1,RPL26L1,codep
RIOK1,TPT1,codep
RNF113A,RNF4,codep
RNF113A,RPTOR,codep
RNF113A,RRP12,codep
RNF113A,RTCB,codep
RNF113A,RTF1,codep
RNF113A,SART1,codep
RNF113A,SDAD1,codep
RNF113A,SEC13,codep
RNF113A,SETD1A,codep
RNF113A,SKP1,codep
RNF113A,SMG1,codep
RNF113A,SOD1,codep
RNF113A,SRFBP1,codep
RNF113A,SRRT,codep
RNF113A,TAF1,codep
RNF113A,TAF5,codep
RNF113A,TFIP11,codep
RNF113A,TFRC,codep
RNF113A,THG1L,codep
RNF113A,THOC1,codep
RNF113A,TOP1,codep
RNF113A,TOP3A,codep
RNF113A,TSEN54,codep
RNF113A,TUBB8,codep
RNF113A,TXN,codep
RNF113A,TXNL4B,codep
RNF113A,YY1,codep
RNF113A,ZCRB1,codep
RNF20,TAF1,codep
RNF20,TFIP11,codep
RNF20,TPI1,codep
RNF20,WDR77,codep
RNF4,RRP12,codep
RNF4,RSL1D1,codep
RNF4,SMG1,codep
RNF4,THAP1,codep
RNF4,TMED2,codep
RNF4,TOP3A,codep
RNF4,TTF2,codep
RNMT,RTF1,codep
RNMT,SKP2,codep
RNMT,SNAPC5,codep
RNMT,SRP68,codep
RNMT,TAF1,codep
RNMT,THG1L,codep
RNMT,THOC1,codep
RNMT,WDR77,codep
RPL10,TAF1B,codep
RPL26L1,RPL36A,codep
RPL26L1,SART1,codep
RPL26L1,TXNL4B,codep
RPL26L1,USP7,codep
RPL26L1,YEATS4,codep
RPL28,SART1,codep
RPL28,SRCAP,codep
RPL28,TBP,codep
RPL28,TPT1,codep
RPL30,RPN2,codep
RPL30,RPS21,codep
RPL30,SDAD1,codep
RPL30,SEC13,codep
RPL30,TXN,codep
RPL30,TXNL4B,codep
RPL30,XRCC3,codep
RPL36A,RPL9,codep
RPL36A,SRFBP1,codep
RPL36A,SRRM1,codep
RPL36A,SUMO2,codep
RPL36A,TBP,codep
RPL36A,THAP1,codep
RPL36A,TPT1,codep
RPL36A,TXNL4B,codep
