To,From,type
MED14,TAF1,codep
MED14,TAF12,codep
MED14,TPI1,codep
MED14,WDR77,codep
MED17,MED21,codep
MED17,MED26,codep
MED17,NPAT,codep
MED17,PGK1,codep
MED17,PPCDC,codep
MED17,PPIL4,codep
MED17,SYVN1,codep
MED21,MED26,codep
MED21,MYC,codep
MED21,NOL10,codep
MED21,NPAT,codep
MED21,NUP98,codep
MED21,PAF1,codep
MED21,PCBP1,codep
MED21,PELO,codep
MED21,PELP1,codep
MED21,PGK1,codep
MED21,PLK4,codep
MED21,PLRG1,codep
MED21,POLR3E,codep
MED21,POLR3F,codep
MED21,PPP1R10,codep
MED21,PRMT5,codep
MED21,PSMD13,codep
MED21,RAD9A,codep
MED21,RBMX2,codep
MED21,RNMT,codep
MED21,RPL36A,codep
MED21,SETD1A,codep
MED21,SKP2,codep
MED21,SNAPC5,codep
MED21,SOD2,codep
MED21,SRP14,codep
MED21,SRP68,codep
MED21,SRRM1,codep
MED21,TAF1,codep
MED21,TAF5,codep
MED21,TFIP11,codep
MED21,THG1L,codep
MED21,TPI1,codep
MED21,TPT1,codep
MED21,TSG101,codep
MED21,USP37,codep
MED21,WDR77,codep
MED21,XRCC3,codep
MED21,ZNF131,codep
MED23,SMAD7,codep
MED23,TFRC,codep
MED26,NUP62,codep
MED26,PELP1,codep
MED26,PLK4,codep
MED26,POLR3E,codep
MED26,PPP1R10,codep
MED26,PRMT5,codep
MED26,RABGGTB,codep
MED26,RNF4,codep
MED26,SNAPC5,codep
MED26,SNRPB2,codep
MED26,TAF1,codep
MED26,TAF12,codep
MED26,TAF5,codep
MED26,TUBB8,codep
MED26,WDR77,codep
MEF2C,MEN1,codep
MEF2C,MLST8,codep
MEF2C,PAICS,codep
MEF2C,POU2AF1,codep
MEF2C,PPP2R1A,codep
MEF2C,PPP2R3C,codep
MEF2C,STRAP,codep
MEF2C,SYVN1,codep
MEF2C,XRCC3,codep
MEF2C,ZNF217,codep
MEN1,POU2AF1,codep
MEN1,STRAP,codep
MEN1,SUZ12,codep
MEN1,TAF5L,codep
MIB1,POLR1B,codep
MIS12,MLST8,codep
MIS12,MRPL49,codep
MIS12,NAE1,codep
MIS12,NCBP1,codep
MIS12,NDUFB4,codep
MIS12,NKAP,codep
MIS12,NMD3,codep
MIS12,NOB1,codep
MIS12,PA2G4,codep
MIS12,PCBP1,codep
MIS12,PCID2,codep
MIS12,PES1,codep
MIS12,PLRG1,codep
MIS12,POLR1B,codep
MIS12,POLR3F,codep
MIS12,PPAN,codep
MIS12,PPIA,codep
MIS12,PPIL2,codep
MIS12,PPIL4,codep
MIS12,PPP1CB,codep
MIS12,PPP1R8,codep
MIS12,PPP4R2,codep
MIS12,PSMD13,codep
MIS12,RABGGTB,codep
MIS12,RAD17,codep
MIS12,RAD51D,codep
MIS12,RAD9A,codep
MIS12,RBMX2,codep
MIS12,RCC1,codep
MIS12,RFC4,codep
MIS12,RFC5,codep
MIS12,RNF113A,codep
MIS12,RPL26L1,codep
MIS12,RPL30,codep
MIS12,RPL36A,codep
MIS12,RPL9,codep
MIS12,RPN2,codep
MIS12,RPS21,codep
MIS12,RPTOR,codep
MIS12,RRP12,codep
MIS12,RSL1D1,codep
MIS12,RTCB,codep
MIS12,SART1,codep
MIS12,SDAD1,codep
MIS12,SEC13,codep
MIS12,SEC61G,codep
MIS12,SKP1,codep
MIS12,SKP2,codep
MIS12,SMC3,codep
MIS12,SMG1,codep
MIS12,SOD2,codep
MIS12,SRFBP1,codep
MIS12,SRP68,codep
MIS12,SRRM1,codep
MIS12,STRAP,codep
MIS12,SUMO2,codep
MIS12,SYMPK,codep
MIS12,TAF1,codep
MIS12,TAF13,codep
MIS12,TAF8,codep
MIS12,TFIP11,codep
MIS12,TINF2,codep
MIS12,TMED10,codep
MIS12,TOP1,codep
MIS12,TOP3A,codep
MIS12,TSG101,codep
MIS12,TXN,codep
MIS12,TXNL4B,codep
MIS12,UPF1,codep
MIS12,USP7,codep
MIS12,WDR73,codep
MIS12,WTAP,codep
MIS12,XRCC3,codep
MIS12,XRCC5,codep
MIS12,ZNF217,codep
MLST8,MTOR,codep
MLST8,NAE1,codep
MLST8,PDPK1,codep
MLST8,PMF1,codep
MLST8,POLR1B,codep
MLST8,POU2AF1,codep
MLST8,RICTOR,codep
MLST8,SDAD1,codep
MLST8,SEC13,codep
MLST8,SOD2,codep
MLST8,TXN,codep
MLST8,YBX1,codep
MNAT1,PAICS,codep
MNAT1,PPP1R12A,codep
MNAT1,RTCB,codep
MNAT1,SF3B2,codep
MRPL49,NDUFB4,codep
MRPL49,NUP62,codep
MRPL49,PLRG1,codep
MRPL49,POLR1B,codep
MRPL49,POLR3F,codep
MRPL49,PPIL2,codep
MRPL49,RABGGTB,codep
MRPL49,RAD51,codep
MRPL49,RAD51D,codep
MRPL49,RAD9A,codep
MRPL49,RBMX2,codep
MRPL49,RPS21,codep
MRPL49,RPTOR,codep
MRPL49,SDAD1,codep
MRPL49,SEC61G,codep
MRPL49,SKP1,codep
MRPL49,SLC25A3,codep
MRPL49,SOD2,codep
MRPL49,SRFBP1,codep
MRPL49,SRP68,codep
MRPL49,TFAM,codep
MRPL49,TOP1,codep
MRPL49,TOP3A,codep
MRPL49,TSG101,codep
MRPL49,TXNL4B,codep
MRPL49,VPS51,codep
MRPL49,XRCC3,codep
MRPS27,PTCD3,codep
MRPS35,PTCD3,codep
MRPS35,SMG1,codep
MRPS35,TFAM,codep
MRPS35,THAP11,codep
MRTO4,NOL10,codep
MRTO4,NOL12,codep
MRTO4,NOP2,codep
MRTO4,PAF1,codep
MRTO4,PELP1,codep
MRTO4,PGK1,codep
MRTO4,PMF1,codep
MRTO4,PPAN,codep
MRTO4,PRMT1,codep
MRTO4,RRP12,codep
MRTO4,SDAD1,codep
MRTO4,SOD1,codep
MRTO4,WDR77,codep
MTOR,NKAP,codep
MTOR,NOP2,codep
MTOR,PDPK1,codep
MTOR,PELP1,codep
MTOR,PES1,codep
MTOR,POLR1B,codep
MTOR,POLR3F,codep
MTOR,PPIA,codep
MTOR,PPP1R12A,codep
MTOR,RABGGTB,codep
MTOR,RBMXL1,codep
MTOR,RCC1,codep
MTOR,RFC4,codep
MTOR,RNF113A,codep
MTOR,RPTOR,codep
MTOR,RRP12,codep
MTOR,RTCB,codep
MTOR,SDAD1,codep
MTOR,SMG1,codep
MTOR,SRF,codep
MTOR,THOC1,codep
MTOR,TOP1,codep
MTOR,TUBB,codep
MTOR,YY1,codep
MTOR,ZBTB17,codep
MYC,NOL10,codep
MYC,PAF1,codep
MYC,PAICS,codep
MYC,PELP1,codep
MYC,PLRG1,codep
MYC,PRMT5,codep
MYC,PRPF18,codep
MYC,PSMD13,codep
MYC,RAB6A,codep
MYC,SIN3A,codep
MYC,SNAPC3,codep
MYC,SNAPC5,codep
MYC,TBP,codep
MYC,TUBB8,codep
MYC,WDR77,codep
MYH9,NKAP,codep
MYH9,PES1,codep
MYH9,POLR1B,codep
MYH9,PPP1R7,codep
MYH9,RAB6A,codep
MYH9,SDAD1,codep
MYH9,SEC13,codep
MYH9,SETD1A,codep
MYH9,SMG1,codep
MYH9,SUMO2,codep
MYH9,TOP1,codep
MYH9,TTF2,codep
NAE1,PCID2,codep
NAE1,POLR1B,codep
NAE1,RABGGTB,codep
NAE1,RFC4,codep
NAE1,SDAD1,codep
NAE1,SRRM1,codep
NAE1,TOP1,codep
NAE1,TOP3A,codep
NAE1,TXNL4B,codep
NCAPD2,NCAPG,codep
NCAPD2,PMF1,codep
NCAPD2,RNF113A,codep
NCAPG,PMF1,codep
NCAPG,RACGAP1,codep
NCAPG,SNAPC3,codep
NCAPG,THOC1,codep
NCBP1,PCID2,codep
NCBP1,PES1,codep
NCBP1,PLRG1,codep
NCBP1,POLR1B,codep
NCBP1,POLR3F,codep
NCBP1,PPIA,codep
NCBP1,PPIL2,codep
NCBP1,RABGGTB,codep
NCBP1,RAD51D,codep
NCBP1,RFC4,codep
NCBP1,RNF113A,codep
NCBP1,RPL26L1,codep
NCBP1,RPL36A,codep
NCBP1,SEC13,codep
NCBP1,SEC61G,codep
NCBP1,SETD1A,codep
NCBP1,SKP1,codep
NCBP1,SRFBP1,codep
NCBP1,TINF2,codep
NCBP1,TXNL4B,codep
NCBP1,UBE2N,codep
NCBP1,USP7,codep
NDUFB4,POLG,codep
NDUFB4,PTCD3,codep
NDUFB4,RABGGTB,codep
NDUFB4,SDAD1,codep
NDUFB4,SOD2,codep
NDUFB4,TFAM,codep
NFKB1,NRAS,codep
NFKB1,POU2AF1,codep
NFKB1,RELA,codep
NFKB1,TAF5L,codep
NFKB1,THAP11,codep
NFYB,NFYC,codep
NFYB,NPAT,codep
NFYB,NUP54,codep
NFYB,NUP98,codep
NFYB,PAF1,codep
NFYB,PELP1,codep
NFYB,PI4KA,codep
NFYB,PLK4,codep
NFYB,PPAN,codep
NFYB,PRMT5,codep
NFYB,RAD9A,codep
NFYB,RBBP4,codep
NFYB,RFC5,codep
NFYB,RTF1,codep
NFYB,SMG1,codep
NFYB,SNAPC5,codep
NFYB,SOD1,codep
NFYB,TAF1,codep
NFYB,TFIP11,codep
NFYB,THG1L,codep
NFYB,TPI1,codep
NFYB,TUBB8,codep
NFYB,WDR77,codep
NFYB,YY1,codep
NFYC,NKAP,codep
NFYC,NPAT,codep
NFYC,NUP98,codep
NFYC,ORC1,codep
NFYC,PAF1,codep
NFYC,PELP1,codep
NFYC,PES1,codep
NFYC,PGK1,codep
NFYC,PPAN,codep
NFYC,PPP1R10,codep
NFYC,RABGGTB,codep
NFYC,RBBP4,codep
NFYC,RNF113A,codep
NFYC,RNF20,codep
NFYC,SART1,codep
NFYC,SMG1,codep
NFYC,SNAPC5,codep
NFYC,SOD1,codep
NFYC,SRP68,codep
NFYC,THG1L,codep
NFYC,TPI1,codep
NFYC,TSG101,codep
NFYC,TUBB8,codep
NFYC,UBE2N,codep
NFYC,WDR77,codep
NFYC,ZCRB1,codep
NKAP,NMD3,codep
NKAP,NOL12,codep
NKAP,NOP2,codep
NKAP,NPAT,codep
NKAP,PAF1,codep
NKAP,PCID2,codep
NKAP,PELP1,codep
NKAP,PES1,codep
NKAP,PKM,codep
NKAP,POLR1B,codep
NKAP,POLR3E,codep
NKAP,POLR3F,codep
NKAP,PPAN,codep
NKAP,PPP1R10,codep
NKAP,PRMT1,codep
NKAP,PRPF40A,codep
NKAP,PSMD13,codep
NKAP,PTPN11,codep
NKAP,RABGGTB,codep
NKAP,RBBP4,codep
NKAP,RBMX,codep
NKAP,RBMXL1,codep
NKAP,RCC1,codep
NKAP,RFC4,codep
NKAP,RFC5,codep
NKAP,RNF113A,codep
NKAP,RNF4,codep
NKAP,RPL30,codep
NKAP,RPN2,codep
NKAP,RPTOR,codep
NKAP,RRP12,codep
NKAP,RSL1D1,codep
NKAP,RTCB,codep
NKAP,RTF1,codep
NKAP,SART1,codep
NKAP,SDAD1,codep
NKAP,SEC13,codep
NKAP,SEC61G,codep
NKAP,SETD1A,codep
NKAP,SKP1,codep
NKAP,SMG1,codep
NKAP,SNAPC5,codep
NKAP,SOD1,codep
NKAP,SRCAP,codep
NKAP,SRFBP1,codep
NKAP,SRRT,codep
NKAP,SUDS3,codep
NKAP,TAF1,codep
NKAP,TAF12,codep
NKAP,THG1L,codep
NKAP,THOC1,codep
NKAP,TOP1,codep
NKAP,TOP3A,codep
NKAP,TTC4,codep
NKAP,TUBB,codep
NKAP,TUBB8,codep
NKAP,TXN,codep
NKAP,TXNL4B,codep
NKAP,UBE2N,codep
NKAP,WDR73,codep
NKAP,YY1,codep
NKAP,ZBTB17,codep
NKAP,ZCRB1,codep
NMD3,NOL12,codep
NMD3,NOP2,codep
NMD3,PCID2,codep
NMD3,PELP1,codep
NMD3,PES1,codep
NMD3,PKM,codep
NMD3,PLK4,codep
NMD3,POGZ,codep
NMD3,POLR1B,codep
NMD3,POLR3C,codep
NMD3,POLR3F,codep
NMD3,PPAN,codep
NMD3,PRMT1,codep
NMD3,RABGGTB,codep
NMD3,RCC1,codep
NMD3,RFC4,codep
NMD3,RFC5,codep
NMD3,RPL30,codep
NMD3,RRP12,codep
NMD3,RSL1D1,codep
NMD3,RTF1,codep
NMD3,SDAD1,codep
NMD3,SEC13,codep
NMD3,SKP1,codep
NMD3,SOD1,codep
NMD3,SYMPK,codep
NMD3,TAF1B,codep
NMD3,THG1L,codep
NMD3,TOP1,codep
NMD3,TOP3A,codep
NMD3,TUBB8,codep
NMD3,TXN,codep
NMD3,TXNL4B,codep
NMD3,USP36,codep
NMD3,VPS51,codep
NMD3,XRCC5,codep
NMD3,YY1,codep
NME2,NOP2,codep
NME2,OGT,codep
NME2,POLR3F,codep
NME2,TUBB8,codep
NOB1,NOL10,codep
NOB1,NOP16,codep
NOB1,NUP62,codep
NOB1,PELP1,codep
NOB1,PLK4,codep
NOB1,PLRG1,codep
NOB1,POLR3E,codep
NOB1,PPP1R10,codep
NOB1,PRMT5,codep
NOB1,PRPF18,codep
NOB1,PSMD13,codep
NOB1,RAD51C,codep
NOB1,RANBP2,codep
NOB1,RBMX2,codep
NOB1,RPL36A,codep
NOB1,RPS25,codep
NOB1,SNAPC5,codep
NOB1,SRFBP1,codep
NOB1,SRP68,codep
NOB1,SRRM1,codep
NOB1,STRAP,codep
NOB1,TAF8,codep
NOB1,TFIP11,codep
NOB1,TPI1,codep
NOB1,TPT1,codep
NOB1,VHL,codep
NOB1,XRCC3,codep
NOL10,NOP16,codep
NOL10,NOP2,codep
NOL10,PAF1,codep
NOL10,PELP1,codep
NOL10,PLRG1,codep
NOL10,POLR3E,codep
NOL10,PPAN,codep
NOL10,PRMT5,codep
NOL10,RAD9A,codep
NOL10,RANBP2,codep
NOL10,RBMXL1,codep
NOL10,RNF4,codep
NOL10,RPS25,codep
NOL10,RRP12,codep
NOL10,RSL1D1,codep
NOL10,SNAPC3,codep
NOL10,SNAPC5,codep
NOL10,SOD1,codep
NOL10,TAF1,codep
NOL10,TFIP11,codep
NOL10,WDR77,codep
NOL12,NOP2,codep
NOL12,PES1,codep
NOL12,POLR1B,codep
NOL12,POLR3F,codep
NOL12,PPAN,codep
NOL12,PPP1R8,codep
NOL12,PRMT1,codep
NOL12,PWP1,codep
NOL12,RAD9A,codep
NOL12,RPL28,codep
NOL12,RSL1D1,codep
NOL12,SDAD1,codep
NOL12,SETD1A,codep
NOL12,SOD2,codep
NOL12,TAF1B,codep
NOL12,TOP1,codep
NOL12,ZBTB17,codep
NOP16,NOP2,codep
NOP16,NPAT,codep
NOP16,PELP1,codep
NOP16,PPAN,codep
NOP16,PRMT5,codep
NOP16,RBBP4,codep
NOP16,RCC1,codep
NOP16,RIOK1,codep
NOP16,RNF4,codep
NOP16,RRP12,codep
NOP16,RSL1D1,codep
NOP16,SNAPC5,codep
NOP16,SOD1,codep
NOP16,SRBD1,codep
NOP16,TAF1,codep
NOP16,VPS35,codep
NOP16,WDR77,codep
NOP2,PDS5A,codep
NOP2,PELP1,codep
NOP2,PES1,codep
NOP2,PHF12,codep
NOP2,POLR1B,codep
NOP2,POLR3C,codep
NOP2,POLR3F,codep
NOP2,PPAN,codep
NOP2,RABGGTB,codep
NOP2,RAD51,codep
NOP2,RBBP6,codep
NOP2,RBMX2,codep
NOP2,RCC1,codep
NOP2,RFC4,codep
NOP2,RPS21,codep
NOP2,RPTOR,codep
NOP2,RRP12,codep
NOP2,RSL1D1,codep
NOP2,RTCB,codep
NOP2,SDAD1,codep
NOP2,SEC13,codep
NOP2,SEC61B,codep
NOP2,SEC61G,codep
NOP2,SETD1A,codep
NOP2,SKP1,codep
NOP2,SRFBP1,codep
NOP2,SRP68,codep
NOP2,SUDS3,codep
NOP2,SYMPK,codep
NOP2,TAF12,codep
NOP2,THAP11,codep
NOP2,THG1L,codep
NOP2,TOP1,codep
NOP2,TOP3A,codep
NOP2,USP36,codep
NOP2,VPS51,codep
NOP2,XRCC3,codep
NOP2,YY1,codep
NOP2,ZBTB17,codep
NPAT,NUP54,codep
NPAT,NUP98,codep
NPAT,OSBP,codep
NPAT,PAF1,codep
NPAT,PELP1,codep
NPAT,PES1,codep
NPAT,PGK1,codep
NPAT,PKM,codep
NPAT,POLR3E,codep
NPAT,PPAN,codep
NPAT,PPP1R10,codep
NPAT,PRMT1,codep
NPAT,PRMT5,codep
NPAT,PTCD3,codep
NPAT,RABGGTB,codep
NPAT,RAD51,codep
NPAT,RAD51C,codep
NPAT,RAD51D,codep
NPAT,RANBP2,codep
NPAT,RBBP4,codep
NPAT,RCC1,codep
NPAT,RFC5,codep
NPAT,RNF113A,codep
NPAT,RPTOR,codep
NPAT,RSL1D1,codep
NPAT,RTCB,codep
NPAT,RTF1,codep
NPAT,SART1,codep
NPAT,SMG1,codep
NPAT,SNAPC5,codep
NPAT,SOD1,codep
NPAT,TAF1,codep
NPAT,TAF5,codep
NPAT,TEN1,codep
NPAT,TFIP11,codep
NPAT,THG1L,codep
NPAT,THOC1,codep
NPAT,TOP3A,codep
NPAT,TPI1,codep
NPAT,TSG101,codep
NPAT,TUBB,codep
NPAT,TUBB8,codep
NPAT,TXN,codep
NPAT,TXNL4B,codep
NPAT,WDR77,codep
NPAT,YY1,codep
NPAT,ZNF131,codep
NRAS,TFRC,codep
NUP54,NUP62,codep
NUP54,OSBP,codep
NUP54,PELP1,codep
NUP54,POLR3C,codep
NUP54,PPIL4,codep
NUP54,PRPF18,codep
NUP54,RTF1,codep
NUP54,SNAPC5,codep
NUP54,SOD1,codep
NUP54,SYVN1,codep
NUP54,THG1L,codep
NUP54,TPI1,codep
NUP54,TXN,codep
NUP54,WDR77,codep
NUP62,NUP98,codep
NUP62,PAF1,codep
NUP62,PI4KA,codep
NUP62,POLR3E,codep
NUP62,PPP1R10,codep
NUP62,PSMD13,codep
NUP62,RAD51D,codep
NUP62,RAD9A,codep
NUP62,RANBP2,codep
NUP62,RTF1,codep
NUP62,SNAPC5,codep
NUP62,SRP68,codep
NUP62,TFIP11,codep
NUP62,THG1L,codep
NUP62,TINF2,codep
NUP62,TSG101,codep
NUP62,WDR77,codep
NUP62,XRCC3,codep
NUP98,OSBP,codep
NUP98,PAICS,codep
NUP98,PELO,codep
NUP98,PELP1,codep
NUP98,PGK1,codep
NUP98,PLRG1,codep
NUP98,POLR3E,codep
NUP98,PPP1R10,codep
NUP98,PSMD13,codep
NUP98,RAD9A,codep
NUP98,RNMT,codep
NUP98,RPS25,codep
NUP98,RTCB,codep
NUP98,RTF1,codep
NUP98,SF3B2,codep
NUP98,SMG1,codep
NUP98,SNAPC5,codep
NUP98,SOD1,codep
NUP98,SON,codep
NUP98,TAF12,codep
NUP98,TBP,codep
NUP98,TFIP11,codep
NUP98,THG1L,codep
NUP98,TINF2,codep
NUP98,TMED2,codep
NUP98,TSG101,codep
NUP98,TUBB8,codep
NUP98,UBE2N,codep
NUP98,WDR77,codep
ORC1,RTCB,codep
ORC1,SETD1A,codep
ORC1,TSEN54,codep
OSBP,PAF1,codep
OSBP,PELP1,codep
OSBP,PLRG1,codep
OSBP,PPP1R10,codep
OSBP,PRMT5,codep
OSBP,RNF113A,codep
OSBP,RTF1,codep
OSBP,SART1,codep
OSBP,TAF1,codep
OSBP,TBP,codep
OSBP,TFIP11,codep
OSBP,WDR77,codep
PA2G4,PCID2,codep
PA2G4,PPIA,codep
PA2G4,RCC1,codep
PA2G4,RPL36A,codep
PA2G4,SERBP1,codep
PA2G4,TBP,codep
PA2G4,WTAP,codep
PA2G4,XRCC5,codep
PA2G4,YBX1,codep
PABPC1,POLR1B,codep
PAF1,PELP1,codep
PAF1,PGK1,codep
PAF1,PLRG1,codep
PAF1,POGZ,codep
PAF1,POLR3E,codep
PAF1,PPP1R10,codep
PAF1,PRMT1,codep
PAF1,PRMT5,codep
PAF1,PRPF18,codep
PAF1,RABGGTB,codep
PAF1,RAD51,codep
PAF1,RANBP2,codep
PAF1,RBBP4,codep
PAF1,RBMXL1,codep
PAF1,RRP12,codep
PAF1,RTF1,codep
PAF1,SART1,codep
PAF1,SETD1A,codep
PAF1,SNAPC5,codep
PAF1,SOD1,codep
PAF1,SRBD1,codep
PAF1,SRP14,codep
PAF1,TAF1,codep
PAF1,TAF5,codep
PAF1,TFIP11,codep
PAF1,THAP1,codep
PAF1,THG1L,codep
PAF1,TPI1,codep
PAF1,TPT1,codep
PAF1,TUBB8,codep
PAF1,TXN,codep
PAF1,UBE2N,codep
PAF1,WDR77,codep
PAICS,PLK4,codep
PAICS,POU2AF1,codep
PAICS,PPCDC,codep
PAICS,PPP1R12A,codep
PAICS,PPP2R1A,codep
PAICS,RHOA,codep
PAICS,SDHA,codep
PAICS,SON,codep
PAICS,TFRC,codep
PAICS,TXN,codep
PAICS,XRN1,codep
PAXIP1,STAG2,codep
PCBP1,PCBP2,codep
PCBP1,PLK4,codep
PCBP1,PPP1R8,codep
PCBP1,PRMT5,codep
PCBP1,PRPF40A,codep
PCBP1,RPL10,codep
PCBP1,SNAPC5,codep
PCBP1,SON,codep
PCBP1,SYVN1,codep
PCBP1,THAP1,codep
PCBP1,WDR77,codep
PCBP1,ZNF131,codep
PCBP2,PPIL4,codep
PCBP2,PPP1R8,codep
PCBP2,RPTOR,codep
PCBP2,TBP,codep
PCID2,PES1,codep
PCID2,PKM,codep
PCID2,POLR1B,codep
PCID2,POLR3F,codep
PCID2,PPAN,codep
PCID2,PPIA,codep
PCID2,PRMT1,codep
PCID2,RABGGTB,codep
PCID2,RBBP4,codep
PCID2,RBX1,codep
PCID2,RCC1,codep
PCID2,RFC4,codep
PCID2,RFC5,codep
PCID2,RNF113A,codep
PCID2,RPL26L1,codep
PCID2,RPL36A,codep
PCID2,RRP12,codep
PCID2,SDAD1,codep
PCID2,SEC13,codep
PCID2,SETD1A,codep
PCID2,SKP1,codep
PCID2,SMC3,codep
PCID2,SRFBP1,codep
PCID2,SRP68,codep
PCID2,STRAP,codep
PCID2,SYMPK,codep
PCID2,TBP,codep
PCID2,TOP1,codep
PCID2,TOP3A,codep
PCID2,TXNL4B,codep
PCID2,UBE2N,codep
PCID2,USP7,codep
PCID2,XRCC5,codep
PCID2,YBX1,codep
PCID2,YY1,codep
PDPK1,PIK3CA,codep
PDPK1,PRPF18,codep
PDPK1,RICTOR,codep
PDPK1,RPTOR,codep
PDPK1,TAF5L,codep
PDPK1,UXT,codep
PDS5A,PES1,codep
PDS5A,POLR1B,codep
PDS5A,POLR3F,codep
PDS5A,PPP4R2,codep
PDS5A,RABGGTB,codep
PDS5A,RAD51D,codep
PDS5A,SRFBP1,codep
PDS5A,TRA2B,codep
PDS5A,USP7,codep
PELP1,PGK1,codep
PELP1,PLK4,codep
PELP1,PLRG1,codep
PELP1,POLR3E,codep
PELP1,PPAN,codep
PELP1,PPP1R10,codep
PELP1,PRMT1,codep
PELP1,PRMT5,codep
PELP1,PRPF18,codep
PELP1,PSMD13,codep
PELP1,RABGGTB,codep
PELP1,RAD9A,codep
PELP1,RANBP2,codep
PELP1,RBBP4,codep
PELP1,RBBP5,codep
PELP1,RBBP6,codep
PELP1,RBM14,codep
PELP1,RBMXL1,codep
PELP1,RCC1,codep
PELP1,RFC5,codep
PELP1,RNMT,codep
PELP1,RPS25,codep
PELP1,RRP12,codep
PELP1,RSL1D1,codep
PELP1,RTF1,codep
PELP1,SART1,codep
PELP1,SDAD1,codep
PELP1,SENP6,codep
PELP1,SMG1,codep
PELP1,SMG7,codep
PELP1,SNAPC3,codep
PELP1,SNAPC5,codep
PELP1,SOD1,codep
PELP1,SRP68,codep
PELP1,SRRT,codep
PELP1,TAF1,codep
PELP1,TAF12,codep
PELP1,TFIP11,codep
PELP1,THG1L,codep
PELP1,TINF2,codep
PELP1,TOP3A,codep
PELP1,TPI1,codep
PELP1,TUBB,codep
PELP1,TUBB8,codep
PELP1,TXN,codep
PELP1,UBE2N,codep
PELP1,UBR5,codep
PELP1,WDR77,codep
PELP1,YY1,codep
PES1,PKM,codep
PES1,POLR1B,codep
PES1,POLR3F,codep
PES1,POU2AF1,codep
PES1,PPAN,codep
PES1,PPP1R12A,codep
PES1,PPP4R2,codep
PES1,PRMT1,codep
PES1,PRPF40A,codep
PES1,PSMD13,codep
PES1,RABGGTB,codep
PES1,RAD51D,codep
PES1,RBMX2,codep
PES1,RCC1,codep
PES1,RFC4,codep
PES1,RFC5,codep
PES1,RNF113A,codep
PES1,RPL10,codep
PES1,RPL30,codep
PES1,RPN2,codep
PES1,RPS21,codep
PES1,RPTOR,codep
PES1,RRP12,codep
PES1,RSL1D1,codep
PES1,RTCB,codep
PES1,SART1,codep
PES1,SDAD1,codep
PES1,SEC13,codep
PES1,SEC61G,codep
PES1,SETD1A,codep
PES1,SKP1,codep
PES1,SMG1,codep
PES1,SMG7,codep
PES1,SOD1,codep
PES1,SRFBP1,codep
PES1,STRAP,codep
PES1,SUZ12,codep
PES1,SYMPK,codep
PES1,THAP11,codep
PES1,TMED10,codep
PES1,TOP1,codep
PES1,TOP3A,codep
PES1,TUBB8,codep
PES1,TXN,codep
PES1,TXNL4B,codep
PES1,UBR5,codep
PES1,USP7,codep
PES1,VPS51,codep
PES1,WDR73,codep
PES1,XRCC3,codep
PES1,XRCC5,codep
PES1,YY1,codep
PES1,ZBTB17,codep
PFDN5,SEC63,codep
PFDN5,TFRC,codep
PGK1,PKM,codep
PGK1,PLRG1,codep
PGK1,POLR3E,codep
PGK1,POLR3F,codep
PGK1,PPP1R10,codep
PGK1,PRMT5,codep
PGK1,PSMD13,codep
PGK1,RAD51D,codep
PGK1,RAD9A,codep
PGK1,RBBP4,codep
PGK1,RBMX2,codep
PGK1,RBMXL1,codep
PGK1,RFC5,codep
PGK1,RTCB,codep
PGK1,RTF1,codep
PGK1,SART1,codep
PGK1,SF3B2,codep
PGK1,SNAPC5,codep
PGK1,SOD1,codep
PGK1,SOD2,codep
PGK1,SON,codep
PGK1,SRFBP1,codep
PGK1,SRP68,codep
PGK1,SRRM1,codep
PGK1,SYF2,codep
PGK1,TAF1,codep
PGK1,TAF5,codep
PGK1,TEN1,codep
PGK1,TFIP11,codep
PGK1,THAP1,codep
PGK1,THG1L,codep
PGK1,TMED2,codep
PGK1,TPI1,codep
PGK1,TPT1,codep
PGK1,TSG101,codep
PGK1,TSPYL5,codep
PGK1,TTC4,codep
PGK1,TUBB8,codep
PGK1,UBE2N,codep
PGK1,UPF1,codep
PGK1,USP37,codep
PGK1,WDR77,codep
PGK1,XRCC3,codep
PGK1,ZCRB1,codep
PHF12,POLR3F,codep
PHF12,SDAD1,codep
PHF12,SEC13,codep
PHF12,SYMPK,codep
PHF12,TAF5L,codep
PHF12,TAF6L,codep
PHF12,TXN,codep
PHF12,USP7,codep
PHF12,ZNF217,codep
PI4KA,POLR3E,codep
PI4KA,PRPF18,codep
PI4KA,RBBP4,codep
PI4KA,TPI1,codep
PI4KA,WDR77,codep
PI4KA,XRCC5,codep
PKM,POLR1B,codep
PKM,PPAN,codep
PKM,PPP1R10,codep
PKM,RABGGTB,codep
PKM,RNF113A,codep
PKM,RPTOR,codep
PKM,RTCB,codep
PKM,SART1,codep
PKM,SEC13,codep
PKM,SMC3,codep
PKM,SOD1,codep
PKM,SRF,codep
PKM,THG1L,codep
PKM,TOP3A,codep
PKM,TPI1,codep
PKM,TSEN54,codep
PKM,TTC4,codep
PKM,TUBB8,codep
PKM,UBE2N,codep
PLK4,PLRG1,codep
PLK4,POLR3E,codep
PLK4,RAD9A,codep
PLK4,RBBP4,codep
PLK4,RTCB,codep
PLK4,RTF1,codep
PLK4,SNAPC3,codep
PLK4,SNAPC5,codep
PLK4,SON,codep
PLK4,SRBD1,codep
PLK4,THAP1,codep
PLK4,THG1L,codep
PLK4,TMED10,codep
PLK4,TMED2,codep
