From	To
CREM	KLF6
CREM	KLF7
CREM	KLF9
CREM	MEF2C
CREM	MXI1
CREM	MYNN
CREM	MZF1
CREM	NFE2L2
CREM	NFKB1
CREM	NFKB2
CREM	NR1D2
CREM	NR3C1
CREM	NR4A2
CREM	NR4A3
CREM	PAX4
CREM	POU2F2
CREM	PRDM1
CREM	RAX2
CREM	RELA
CREM	RELB
CREM	RFX1
CREM	RFX3
CREM	RORA
CREM	RUNX1
CREM	SF1
CREM	SIN3A
CREM	SPI1
CREM	TCF4
CREM	TEAD1
CREM	TGIF2
CREM	ZBTB20
CREM	ZBTB32
CREM	ZBTB38
CREM	ZBTB5
CREM	ZFP62
CREM	ZFX
CREM	ZNF143
CREM	ZNF460
CREM	ZNF483
CREM	ZNF524
CREM	ZNF526
CREM	ZNF543
CREM	ZNF574
CREM	ZNF580
CREM	ZNF581
CREM	ZNF784
CREM	ZNF805
ERF	ARF4
ERF	BCL6B
ERF	BCLAF1
ERF	BHLHE41
ERF	CHD2
ERF	CREB1
ERF	CREM
ERF	FIZ1
ERF	FOSL1
ERF	GABPA
ERF	HAP1
ERF	HBP1
ERF	HES7
ERF	HIVEP2
ERF	IRF2
ERF	IRF4
ERF	IRF7
ERF	JUN
ERF	JUNB
ERF	JUND
ERF	KLF12
ERF	KLF13
ERF	KLF2
ERF	KLF6
ERF	MEF2A
ERF	MEF2C
ERF	MYNN
ERF	MZF1
ERF	NFKB1
ERF	NFKB2
ERF	NR4A2
ERF	NR4A3
ERF	PAX4
ERF	PAX5
ERF	POU2F2
ERF	PRDM1
ERF	RARA
ERF	RAX2
ERF	RELA
ERF	RFX1
ERF	RFX3
ERF	RFX7
ERF	RORA
ERF	RUNX1
ERF	SF1
ERF	SIN3A
ERF	SP3
ERF	SPI1
ERF	TBX6
ERF	TCF4
ERF	TGIF2
ERF	TP53
ERF	XBP1
ERF	ZBTB1
ERF	ZBTB32
ERF	ZBTB38
ERF	ZBTB5
ERF	ZFP91
ERF	ZNF143
ERF	ZNF16
ERF	ZNF250
ERF	ZNF460
ERF	ZNF490
ERF	ZNF524
ERF	ZNF543
ERF	ZNF574
ERF	ZNF580
ERF	ZNF581
ERF	ZNF655
ERF	ZNF775
ERF	ZNF784
ERF	ZNF791
ERF	ZNF805
ESRRA	AIRE
ESRRA	ARF1
ESRRA	ARF4
ESRRA	BACH1
ESRRA	BBX
ESRRA	BCL6B
ESRRA	BCLAF1
ESRRA	BHLHE41
ESRRA	CHD2
ESRRA	CREB1
ESRRA	CREB3L2
ESRRA	CREM
ESRRA	ERF
ESRRA	ESRRA
ESRRA	FIZ1
ESRRA	FOSB
ESRRA	FOSL1
ESRRA	FOXN3
ESRRA	FOXO3
ESRRA	GABPA
ESRRA	GMEB2
ESRRA	HAP1
ESRRA	HBP1
ESRRA	HES7
ESRRA	HIVEP2
ESRRA	IRF2
ESRRA	IRF4
ESRRA	IRF7
ESRRA	JUN
ESRRA	JUNB
ESRRA	JUND
ESRRA	KLF12
ESRRA	KLF13
ESRRA	KLF15
ESRRA	KLF2
ESRRA	KLF6
ESRRA	KLF7
ESRRA	KLF9
ESRRA	MEF2A
ESRRA	MEF2C
ESRRA	MXI1
ESRRA	MYC
ESRRA	MYNN
ESRRA	MZF1
ESRRA	NFE2L2
ESRRA	NFKB1
ESRRA	NR1D2
ESRRA	NR3C1
ESRRA	NR4A2
ESRRA	NR4A3
ESRRA	PAX4
ESRRA	PAX5
ESRRA	POU2F2
ESRRA	PRDM1
ESRRA	PRDM10
ESRRA	RARA
ESRRA	RAX2
ESRRA	RELA
ESRRA	RELB
ESRRA	RFX1
ESRRA	RFX3
ESRRA	RFX7
ESRRA	RORA
ESRRA	RUNX1
ESRRA	SF1
ESRRA	SIN3A
ESRRA	SP3
ESRRA	SPI1
ESRRA	SREBF2
ESRRA	TBX6
ESRRA	TCF12
ESRRA	TCF4
ESRRA	TEAD1
ESRRA	TGIF2
ESRRA	TP53
ESRRA	XBP1
ESRRA	ZBTB1
ESRRA	ZBTB32
ESRRA	ZBTB38
ESRRA	ZBTB5
ESRRA	ZFP62
ESRRA	ZFP91
ESRRA	ZFX
ESRRA	ZNF143
ESRRA	ZNF16
ESRRA	ZNF250
ESRRA	ZNF460
ESRRA	ZNF48
ESRRA	ZNF483
ESRRA	ZNF490
ESRRA	ZNF524
ESRRA	ZNF526
ESRRA	ZNF543
ESRRA	ZNF574
ESRRA	ZNF580
ESRRA	ZNF581
ESRRA	ZNF592
ESRRA	ZNF655
ESRRA	ZNF689
ESRRA	ZNF771
ESRRA	ZNF775
ESRRA	ZNF784
ESRRA	ZNF791
ESRRA	ZNF805
FIZ1	ARF1
FIZ1	ARF4
FIZ1	BCL6B
FIZ1	BCLAF1
FIZ1	BHLHE41
FIZ1	CEBPG
FIZ1	CHD2
FIZ1	CREB1
FIZ1	CREB3L2
FIZ1	CREM
FIZ1	ERF
FIZ1	ESRRA
FIZ1	FIZ1
FIZ1	FOSL1
FIZ1	FOXN3
FIZ1	FOXO3
FIZ1	GABPA
FIZ1	GMEB2
FIZ1	HAP1
FIZ1	HBP1
FIZ1	HES7
FIZ1	HIVEP2
FIZ1	IRF2
FIZ1	IRF4
FIZ1	IRF7
FIZ1	JUN
FIZ1	JUNB
FIZ1	JUND
FIZ1	KLF12
FIZ1	KLF13
FIZ1	KLF15
FIZ1	KLF2
FIZ1	KLF6
FIZ1	KLF7
FIZ1	KLF9
FIZ1	MEF2A
FIZ1	MEF2C
FIZ1	MXI1
FIZ1	MYC
FIZ1	MYNN
FIZ1	MZF1
FIZ1	NFE2L2
FIZ1	NFKB1
FIZ1	NFKB2
FIZ1	NR1D2
FIZ1	NR3C1
FIZ1	NR4A2
FIZ1	NR4A3
FIZ1	PAX4
FIZ1	PAX5
FIZ1	POU2F2
FIZ1	PRDM1
FIZ1	PRDM10
FIZ1	RARA
FIZ1	RAX2
FIZ1	RELA
FIZ1	RELB
FIZ1	RFX1
FIZ1	RFX3
FIZ1	RFX7
FIZ1	RORA
FIZ1	RUNX1
FIZ1	SF1
FIZ1	SIN3A
FIZ1	SP3
FIZ1	SPI1
FIZ1	SREBF2
FIZ1	TBX6
FIZ1	TCF12
FIZ1	TCF4
FIZ1	TEAD1
FIZ1	TGIF2
FIZ1	TP53
FIZ1	XBP1
FIZ1	ZBTB1
FIZ1	ZBTB20
FIZ1	ZBTB38
FIZ1	ZBTB5
FIZ1	ZFP62
FIZ1	ZFP91
FIZ1	ZFX
FIZ1	ZNF143
FIZ1	ZNF16
FIZ1	ZNF250
FIZ1	ZNF460
FIZ1	ZNF48
FIZ1	ZNF483
FIZ1	ZNF490
FIZ1	ZNF524
FIZ1	ZNF526
FIZ1	ZNF543
FIZ1	ZNF574
FIZ1	ZNF580
FIZ1	ZNF581
FIZ1	ZNF592
FIZ1	ZNF655
FIZ1	ZNF689
FIZ1	ZNF771
FIZ1	ZNF775
FIZ1	ZNF784
FIZ1	ZNF791
FIZ1	ZNF805
FOSB	BACH1
FOSB	BCL6B
FOSB	BHLHE41
FOSB	CHD2
FOSB	CREB3L2
FOSB	FIZ1
FOSB	FOSB
FOSB	FOXO3
FOSB	GABPA
FOSB	HBP1
FOSB	HES7
FOSB	HIVEP2
FOSB	IRF4
FOSB	JUND
FOSB	KLF12
FOSB	KLF6
FOSB	KLF9
FOSB	MEF2C
FOSB	MXI1
FOSB	MYNN
FOSB	NFE2L2
FOSB	NFKB2
FOSB	NR3C1
FOSB	NR4A3
FOSB	PAX4
FOSB	POU2F2
FOSB	PRDM1
FOSB	RFX1
FOSB	RFX7
FOSB	SF1
FOSB	SREBF2
FOSB	TCF4
FOSB	TEAD1
FOSB	TP53
FOSB	XBP1
FOSB	ZBTB38
FOSB	ZBTB5
FOSB	ZFP91
FOSB	ZNF143
FOSB	ZNF16
FOSB	ZNF250
FOSB	ZNF460
FOSB	ZNF524
FOSB	ZNF543
FOSB	ZNF574
FOSB	ZNF580
FOSB	ZNF581
FOSB	ZNF784
FOSB	ZNF805
FOSL1	ARF1
FOSL1	ARF4
FOSL1	BACH1
FOSL1	BHLHE41
