GENE	TF	ENHANCER_LIST
FCRL5	0	6_MACS_peak_2604_lociStitched
FER	0	1_MACS_peak_29340_lociStitched
FERMT3	0	3_MACS_peak_6250_lociStitched
FGD2	0	3_MACS_peak_31403_lociStitched
FGF22	0	1_MACS_peak_16941_lociStitched
FGFR4	0	1_MACS_peak_30332_lociStitched
FICD	0	8_MACS_peak_9053_lociStitched
FKBP2	0	3_MACS_peak_6250_lociStitched
FKBP8	0	2_MACS_peak_17751_lociStitched
FLI1	1	1_MACS_peak_7428_lociStitched,3_MACS_peak_7439_lociStitched
FLJ10038	0	1_MACS_peak_11952_lociStitched
FLJ13197	0	3_MACS_peak_27156_lociStitched
FLJ25328	0	1_MACS_peak_17595_lociStitched
FLJ27352	0	4_MACS_peak_12040_lociStitched
FLJ34208	0	4_MACS_peak_26677_lociStitched
FLJ43663	0	2_MACS_peak_34551_lociStitched,1_MACS_peak_34533_lociStitched
FLJ44511	0	3_MACS_peak_32844_lociStitched
FMNL1	0	5_MACS_peak_15346_lociStitched
FMOD	0	3_MACS_peak_3215_lociStitched,1_MACS_peak_3213_lociStitched
FNBP1	0	6_MACS_peak_37978_lociStitched,4_MACS_peak_37985_lociStitched,2_MACS_peak_37992_lociStitched
FNDC3A	0	2_MACS_peak_9914_lociStitched
FNDC3B	0	4_MACS_peak_26330_lociStitched,1_MACS_peak_26320_lociStitched
FOXD4L5	1	2_MACS_peak_37099_lociStitched,1_MACS_peak_37101_lociStitched
FOXN3	1	1_MACS_peak_11092_lociStitched,2_MACS_peak_11078_lociStitched
FOXO3	1	1_MACS_peak_32034_lociStitched
FOXP1	1	1_MACS_peak_25323_lociStitched
FOXP2	1	1_MACS_peak_34306_lociStitched
FOXRED1	0	1_MACS_peak_7373_lociStitched
FPGS	0	1_MACS_peak_37878_lociStitched
FRMD8	0	3_MACS_peak_6311_lociStitched
FSTL3	0	1_MACS_peak_16941_lociStitched
FTL	0	1_MACS_peak_18393_lociStitched
FUZ	0	1_MACS_peak_18440_lociStitched
FXYD5	0	2_MACS_peak_17885_lociStitched
G3BP1	0	2_MACS_peak_30044_lociStitched
GAB1	0	4_MACS_peak_27940_lociStitched
GABPB1	0	1_MACS_peak_11952_lociStitched
GABRR2	0	2_MACS_peak_31886_lociStitched
GAL3ST3	0	1_MACS_peak_6399_lociStitched
GALK1	0	2_MACS_peak_15951_lociStitched
GALNT11	0	1_MACS_peak_34886_lociStitched
GALNT2	0	2_MACS_peak_3710_lociStitched
GARS	0	1_MACS_peak_33327_lociStitched
GAS2L1	0	2_MACS_peak_23615_lociStitched
GAS8	0	2_MACS_peak_14393_lociStitched
GIMAP8	0	3_MACS_peak_34846_lociStitched
