From	To
MAF	CAMTA1
MAF	CEBPB
MAF	CTCF
MAF	DDIT3
MAF	E2F3
MAF	FOSL1
MAF	FOXH1
MAF	FOXO3
MAF	FOXP2
MAF	HBP1
MAF	JUNB
MAF	JUND
MAF	KLF13
MAF	KLF6
MAF	LTF
MAF	MAF
MAF	MAZ
MAF	MYC
MAF	NFE2L2
MAF	NFE2L3
MAF	NOTCH1
MAF	SF1
MAF	SIN3A
MAF	SP3
MAF	SREBF2
MAF	TBX10
MAF	TFAP4
MAF	TGIF1
MAF	XBP1
MAF	ZBTB38
MAF	ZBTB7B
MAF	ZFP91
MAF	ZNF423
MAF	ZNF580
MAF	ZNF581
MAF	ZNF689
MAF	ZNF775
MAF	ZNF784
MAZ	AIRE
MAZ	ARF1
MAZ	ARID3A
MAZ	ARID5A
MAZ	ATF3
MAZ	BCL11A
MAZ	CAD
MAZ	CAMTA1
MAZ	CEBPB
MAZ	CTCF
MAZ	DDIT3
MAZ	E2F3
MAZ	FOSL1
MAZ	FOXH1
MAZ	FOXO3
MAZ	FOXP2
MAZ	HBP1
MAZ	JUNB
MAZ	JUND
MAZ	KLF13
MAZ	KLF6
MAZ	LTF
MAZ	MAF
MAZ	MAZ
MAZ	MEF2D
MAZ	MYC
MAZ	NFE2L2
MAZ	NFE2L3
MAZ	NOTCH1
MAZ	SF1
MAZ	SIN3A
MAZ	SP3
MAZ	SREBF2
MAZ	TBX10
MAZ	TFAP4
MAZ	TGIF1
MAZ	XBP1
MAZ	ZBTB38
MAZ	ZBTB7B
MAZ	ZFP91
MAZ	ZNF423
MAZ	ZNF580
MAZ	ZNF581
MAZ	ZNF689
MAZ	ZNF775
MAZ	ZNF784
MEF2D	AIRE
MEF2D	ARID3A
MEF2D	ARID5A
MEF2D	ATF3
MEF2D	BCL11A
MEF2D	CAD
MEF2D	CAMTA1
MEF2D	CEBPB
MEF2D	CTCF
MEF2D	DDIT3
MEF2D	E2F3
MEF2D	FOSL1
MEF2D	FOXO3
MEF2D	FOXP2
MEF2D	HBP1
MEF2D	JUNB
MEF2D	KLF13
MEF2D	KLF6
MEF2D	LTF
MEF2D	MAF
MEF2D	MAZ
MEF2D	MEF2D
MEF2D	MYC
MEF2D	NFE2L3
MEF2D	NOTCH1
MEF2D	SF1
MEF2D	SIN3A
MEF2D	SP3
MEF2D	SREBF2
MEF2D	TBX10
MEF2D	TGIF1
MEF2D	XBP1
MEF2D	ZBTB38
MEF2D	ZBTB7B
MEF2D	ZFP91
MEF2D	ZNF580
MEF2D	ZNF581
MEF2D	ZNF689
MEF2D	ZNF775
MEF2D	ZNF784
MYC	AIRE
MYC	ARF1
MYC	ARID3A
MYC	ATF3
MYC	BCL11A
MYC	CAD
MYC	CAMTA1
MYC	CEBPB
MYC	CTCF
MYC	DDIT3
MYC	E2F3
MYC	FOSL1
MYC	FOXH1
MYC	FOXO3
MYC	FOXP2
MYC	JUNB
MYC	KLF13
MYC	KLF6
MYC	LTF
MYC	MAF
MYC	MAZ
MYC	MEF2D
MYC	NFE2L2
MYC	NOTCH1
MYC	SREBF2
MYC	TBX10
MYC	TFAP4
MYC	XBP1
MYC	ZBTB38
MYC	ZBTB7B
MYC	ZFP91
MYC	ZNF423
MYC	ZNF580
MYC	ZNF581
MYC	ZNF689
MYC	ZNF775
MYC	ZNF784
NFE2L2	ARID5A
NFE2L2	CAD
NFE2L2	CAMTA1
NFE2L2	CEBPB
NFE2L2	CTCF
NFE2L2	DDIT3
NFE2L2	E2F3
NFE2L2	FOSL1
NFE2L2	FOXH1
NFE2L2	HBP1
NFE2L2	JUNB
NFE2L2	JUND
NFE2L2	KLF13
NFE2L2	KLF6
NFE2L2	LTF
NFE2L2	MAF
NFE2L2	MEF2D
NFE2L2	NFE2L2
NFE2L2	NFE2L3
NFE2L2	SF1
NFE2L2	SIN3A
NFE2L2	TBX10
NFE2L2	TFAP4
NFE2L2	TGIF1
NFE2L2	XBP1
NFE2L2	ZBTB38
NFE2L2	ZBTB7B
NFE2L2	ZNF775
NFE2L3	ARID5A
NFE2L3	ATF3
NFE2L3	BCL11A
NFE2L3	CAD
NFE2L3	CAMTA1
NFE2L3	CEBPB
NFE2L3	CTCF
NFE2L3	DDIT3
NFE2L3	E2F3
NFE2L3	FOSL1
NFE2L3	FOXO3
NFE2L3	FOXP2
NFE2L3	HBP1
NFE2L3	JUNB
NFE2L3	JUND
NFE2L3	KLF13
NFE2L3	KLF6
NFE2L3	LTF
NFE2L3	MAF
NFE2L3	MAZ
NFE2L3	MYC
NFE2L3	NFE2L2
NFE2L3	NFE2L3
NFE2L3	NOTCH1
NFE2L3	SF1
NFE2L3	SIN3A
NFE2L3	SP3
NFE2L3	SREBF2
NFE2L3	TBX10
NFE2L3	TFAP4
NFE2L3	TGIF1
NFE2L3	XBP1
NFE2L3	ZBTB38
NFE2L3	ZBTB7B
NFE2L3	ZFP91
NFE2L3	ZNF423
NFE2L3	ZNF580
NFE2L3	ZNF581
NFE2L3	ZNF689
NFE2L3	ZNF775
NFE2L3	ZNF784
NOTCH1	AIRE
NOTCH1	ARF1
NOTCH1	ARID3A
NOTCH1	ARID5A
NOTCH1	BCL11A
NOTCH1	CAD
NOTCH1	CAMTA1
NOTCH1	CEBPB
NOTCH1	CTCF
NOTCH1	E2F3
NOTCH1	HBP1
NOTCH1	JUNB
NOTCH1	JUND
NOTCH1	KLF13
NOTCH1	KLF6
NOTCH1	LTF
NOTCH1	MAF
NOTCH1	MEF2D
NOTCH1	MYC
NOTCH1	NOTCH1
NOTCH1	SF1
NOTCH1	TFAP4
NOTCH1	TGIF1
NOTCH1	ZBTB38
NOTCH1	ZBTB7B
NOTCH1	ZNF775
SF1	AIRE
SF1	ARF1
SF1	ARID5A
SF1	ATF3
SF1	CAD
SF1	CAMTA1
SF1	CEBPB
SF1	CTCF
SF1	DDIT3
SF1	FOSL1
SF1	FOXH1
SF1	FOXO3
SF1	FOXP2
SF1	JUNB
SF1	KLF6
SF1	LTF
SF1	MAF
SF1	MEF2D
SF1	NFE2L2
SF1	SF1
SF1	SREBF2
SF1	TBX10
SF1	TGIF1
SF1	ZBTB38
SF1	ZBTB7B
SF1	ZNF689
SF1	ZNF775
SIN3A	AIRE
SIN3A	ARF1
SIN3A	ARID3A
SIN3A	ARID5A
SIN3A	ATF3
SIN3A	BCL11A
SIN3A	CAD
SIN3A	CAMTA1
SIN3A	CEBPB
SIN3A	CTCF
SIN3A	DDIT3
SIN3A	E2F3
SIN3A	FOSL1
SIN3A	FOXH1
SIN3A	FOXO3
SIN3A	FOXP2
SIN3A	HBP1
SIN3A	JUNB
SIN3A	JUND
SIN3A	KLF13
SIN3A	KLF6
SIN3A	LTF
SIN3A	MAF
SIN3A	MAZ
SIN3A	MEF2D
SIN3A	MYC
SIN3A	NFE2L2
SIN3A	NFE2L3
SIN3A	NOTCH1
SIN3A	SF1
SIN3A	SIN3A
SIN3A	SP3
SIN3A	SREBF2
SIN3A	TBX10
SIN3A	TFAP4
SIN3A	TGIF1
SIN3A	XBP1
SIN3A	ZBTB38
SIN3A	ZBTB7B
SIN3A	ZFP91
SIN3A	ZNF423
SIN3A	ZNF580
SIN3A	ZNF581
SIN3A	ZNF689
SIN3A	ZNF775
SIN3A	ZNF784
SP3	AIRE
SP3	ARF1
SP3	ARID3A
SP3	ARID5A
SP3	ATF3
SP3	BCL11A
SP3	CAD
SP3	CAMTA1
SP3	CEBPB
SP3	CTCF
SP3	DDIT3
SP3	E2F3
SP3	FOSL1
SP3	FOXH1
SP3	FOXO3
SP3	FOXP2
SP3	HBP1
SP3	JUNB
SP3	JUND
SP3	KLF13
SP3	KLF6
SP3	LTF
SP3	MAF
SP3	MAZ
SP3	MEF2D
SP3	MYC
SP3	NFE2L2
SP3	NFE2L3
SP3	NOTCH1
SP3	SF1
SP3	SIN3A
SP3	SP3
SP3	SREBF2
SP3	TBX10
SP3	TFAP4
SP3	TGIF1
SP3	XBP1
SP3	ZBTB38
SP3	ZBTB7B
SP3	ZFP91
SP3	ZNF423
SP3	ZNF580
SP3	ZNF581
SP3	ZNF689
SP3	ZNF775
SP3	ZNF784
SREBF2	AIRE
SREBF2	ARID5A
SREBF2	CAD
SREBF2	CAMTA1
SREBF2	CTCF
SREBF2	DDIT3
SREBF2	E2F3
SREBF2	FOSL1
SREBF2	FOXP2
SREBF2	HBP1
SREBF2	JUNB
SREBF2	JUND
SREBF2	KLF13
SREBF2	KLF6
SREBF2	LTF
SREBF2	MAF
SREBF2	MAZ
SREBF2	NFE2L3
SREBF2	NOTCH1
SREBF2	SF1
SREBF2	SP3
SREBF2	SREBF2
SREBF2	TBX10
SREBF2	TFAP4
SREBF2	XBP1
SREBF2	ZBTB38
SREBF2	ZBTB7B
SREBF2	ZFP91
SREBF2	ZNF423
SREBF2	ZNF580
SREBF2	ZNF581
SREBF2	ZNF775
SREBF2	ZNF784
TBX10	AIRE
TBX10	ARF1
TBX10	ARID5A
TBX10	ATF3
TBX10	CAD
TBX10	CAMTA1
TBX10	CTCF
TBX10	DDIT3
TBX10	E2F3
TBX10	FOSL1
TBX10	FOXH1
TBX10	FOXO3
TBX10	FOXP2
TBX10	HBP1
TBX10	JUNB
TBX10	JUND
TBX10	KLF13
TBX10	LTF
TBX10	MAF
TBX10	MYC
TBX10	NFE2L3
TBX10	NOTCH1
TBX10	TBX10
TBX10	TGIF1
TBX10	XBP1
TBX10	ZBTB38
TBX10	ZBTB7B
TBX10	ZNF423
TBX10	ZNF775
TFAP4	AIRE
TFAP4	ARID3A
TFAP4	ARID5A
TFAP4	CAD
TFAP4	CAMTA1
TFAP4	CEBPB
TFAP4	CTCF
TFAP4	DDIT3
TFAP4	FOXO3
TFAP4	FOXP2
TFAP4	JUNB
TFAP4	KLF13
TFAP4	KLF6
TFAP4	LTF
TFAP4	MAF
TFAP4	MEF2D
TFAP4	MYC
TFAP4	NOTCH1
TFAP4	SIN3A
TFAP4	SREBF2
TFAP4	TBX10
TFAP4	TFAP4
TFAP4	TGIF1
TFAP4	XBP1
TFAP4	ZBTB38
TFAP4	ZBTB7B
TFAP4	ZNF423
TFAP4	ZNF580
TFAP4	ZNF581
TFAP4	ZNF775
TFAP4	ZNF784
TGIF1	AIRE
TGIF1	ARID3A
TGIF1	ARID5A
TGIF1	ATF3
TGIF1	CAD
TGIF1	CAMTA1
TGIF1	CTCF
TGIF1	DDIT3
TGIF1	FOSL1
TGIF1	FOXH1
TGIF1	FOXO3
TGIF1	FOXP2
TGIF1	JUNB
TGIF1	KLF13
TGIF1	KLF6
TGIF1	LTF
TGIF1	MAF
TGIF1	MEF2D
TGIF1	MYC
TGIF1	SF1
TGIF1	SREBF2
TGIF1	TBX10
TGIF1	TFAP4
TGIF1	TGIF1
TGIF1	XBP1
TGIF1	ZBTB38
TGIF1	ZBTB7B
TGIF1	ZFP91
TGIF1	ZNF423
TGIF1	ZNF775
XBP1	AIRE
XBP1	ARF1
XBP1	ARID3A
XBP1	ARID5A
XBP1	ATF3
XBP1	CTCF
XBP1	E2F3
XBP1	FOXO3
XBP1	FOXP2
XBP1	HBP1
XBP1	JUNB
XBP1	JUND
