From	To
CTCFL	NFE2L3
CTCFL	NFIX
CTCFL	NFKB1
CTCFL	NR1D1
CTCFL	NR3C1
CTCFL	PBX2
CTCFL	PLAGL1
CTCFL	POU2F1
CTCFL	PRDM1
CTCFL	PRDM5
CTCFL	RARA
CTCFL	RARG
CTCFL	RELB
CTCFL	RUNX2
CTCFL	RUNX3
CTCFL	RXRA
CTCFL	SMAD7
CTCFL	SNAI3
CTCFL	SOX11
CTCFL	SP1
CTCFL	SP3
CTCFL	SREBF1
CTCFL	STAT1
CTCFL	TBX6
CTCFL	TCF3
CTCFL	TCF4
CTCFL	TCFL5
CTCFL	XBP1
CTCFL	ZBTB33
CTCFL	ZBTB38
CTCFL	ZBTB7B
CTCFL	ZFP62
CTCFL	ZFP91
CTCFL	ZNF114
CTCFL	ZNF189
CTCFL	ZNF217
CTCFL	ZNF22
CTCFL	ZNF267
CTCFL	ZNF296
CTCFL	ZNF341
CTCFL	ZNF398
CTCFL	ZNF425
CTCFL	ZNF524
CTCFL	ZNF579
CTCFL	ZNF580
CTCFL	ZNF581
CTCFL	ZNF688
CTCFL	ZNF689
CTCFL	ZNF710
CTCFL	ZNF740
CTCFL	ZNF764
CTCFL	ZNF768
CTCFL	ZNF775
CTCFL	ZNF784
CTCFL	ZNF785
CTCFL	ZNF786
CTCFL	ZNF846
CTCFL	ZXDA
