Symbol,Type,Cell
TFG,down,H929
TFRC,down,H929
TGDS,down,H929
TGFBR3L,down,H929
THAP7,down,H929
THAP9-AS1,down,H929
THG1L,down,H929
THOC1,down,H929
THOC2,down,H929
THOC3,down,H929
THOP1,down,H929
THRIL,down,H929
TIFA,down,H929
TIMM10,down,H929
TIMM17A,down,H929
TIMM21,down,H929
TIMM22,down,H929
TIMM23,down,H929
TIMM44,down,H929
TIMM50,down,H929
TIMM8A,down,H929
TIMM9,down,H929
TIPIN,down,H929
TK1,down,H929
TKT,down,H929
TLCD1,down,H929
TMA16,down,H929
TMED5,down,H929
TMED7,down,H929
TMED8,down,H929
TMEM106C,down,H929
TMEM109,down,H929
TMEM11,down,H929
TMEM126A,down,H929
TMEM138,down,H929
TMEM143,down,H929
TMEM147,down,H929
TMEM161B,down,H929
TMEM177,down,H929
TMEM201,down,H929
TMEM209,down,H929
TMEM243,down,H929
TMEM33,down,H929
TMEM38B,down,H929
TMEM39A,down,H929
TMEM41A,down,H929
TMEM52,down,H929
TMEM64,down,H929
TMEM97,down,H929
TMPO,down,H929
TMSB15A,down,H929
TMX2,down,H929
TNFRSF17,down,H929
TNPO1,down,H929
TNPO2,down,H929
TOE1,down,H929
TOMM20,down,H929
TOMM34,down,H929
TOMM40,down,H929
TOMM5,down,H929
TOMM70A,down,H929
TONSL,down,H929
TOPBP1,down,H929
TPRKB,down,H929
TPX2,down,H929
TRA2B,down,H929
TRAIP,down,H929
TRAM1,down,H929
TRAP1,down,H929
TRAPPC4,down,H929
TREX1,down,H929
TRIB3,down,H929
TRIM47,down,H929
TRIP13,down,H929
TRIP6,down,H929
TRIQK,down,H929
TRIT1,down,H929
TRMT10C,down,H929
TRMT6,down,H929
TRMT61A,down,H929
TRMU,down,H929
TRNT1,down,H929
TRUB1,down,H929
TSR1,down,H929
TSSC2,down,H929
TTC27,down,H929
TTC7A,down,H929
TTI1,down,H929
TTI2,down,H929
TTK,down,H929
TTLL12,down,H929
TTLL4,down,H929
TUBA1B,down,H929
TUBA1C,down,H929
TUBB,down,H929
TUBB2A,down,H929
TUBB4B,down,H929
TUBG1,down,H929
TUBGCP4,down,H929
TVP23B,down,H929
TWISTNB,down,H929
TXLNG,down,H929
TXN,down,H929
TYMS,down,H929
U2SURP,down,H929
UBA2,down,H929
UBA5,down,H929
UBE2C,down,H929
UBE2G1,down,H929
UBE2G2,down,H929
UBE2K,down,H929
UBE2S,down,H929
UBE2T,down,H929
UBIAD1,down,H929
UBL4A,down,H929
UBP1,down,H929
UBQLN1,down,H929
UBXN8,down,H929
UCHL3,down,H929
UCHL5,down,H929
UCK2,down,H929
UHRF1,down,H929
UMPS,down,H929
UNG,down,H929
UQCC2,down,H929
UQCC3,down,H929
URB1,down,H929
URB2,down,H929
USMG5,down,H929
USP1,down,H929
USP14,down,H929
UTP11L,down,H929
UTP15,down,H929
UTP18,down,H929
UTP20,down,H929
UTP23,down,H929
UTP6,down,H929
VDAC1,down,H929
VDAC2,down,H929
VDAC3,down,H929
VEGFA,down,H929
VIMP,down,H929
VKORC1,down,H929
VKORC1L1,down,H929
VMA21,down,H929
VPS35,down,H929
VPS37A,down,H929
VRK1,down,H929
WARS,down,H929
WDHD1,down,H929
WDR12,down,H929
WDR3,down,H929
WDR34,down,H929
WDR36,down,H929
WDR4,down,H929
WDR43,down,H929
WDR5,down,H929
WDR62,down,H929
WDR74,down,H929
WDR75,down,H929
WDR76,down,H929
WDR77,down,H929
WDR89,down,H929
WDYHV1,down,H929
WRAP53,down,H929
WRN,down,H929
XPO1,down,H929
XPO5,down,H929
XPOT,down,H929
XRCC3,down,H929
XRCC5,down,H929
XRCC6,down,H929
YBX3,down,H929
YEATS4,down,H929
YRDC,down,H929
YWHAG,down,H929
YWHAH,down,H929
ZBTB9,down,H929
ZFAND1,down,H929
ZGPAT,down,H929
ZHX1,down,H929
ZMPSTE24,down,H929
ZMYND19,down,H929
ZNF146,down,H929
ZNF22,down,H929
ZNF275,down,H929
ZNF367,down,H929
ZNF511,down,H929
ZNF593,down,H929
ZNF639,down,H929
ZNF706,down,H929
ZW10,down,H929
ZWILCH,down,H929
ZWINT,down,H929
ADA,up,H929
ADARB1,up,H929
ADCY7,up,H929
ADCY9,up,H929
ADRBK1,up,H929
AFF1,up,H929
AGAP2,up,H929
AGPAT1,up,H929
AIM2,up,H929
AKAP13,up,H929
AKNA,up,H929
AKT1S1,up,H929
ALDH16A1,up,H929
ALDH1L1,up,H929
AMPD2,up,H929
ANKRA2,up,H929
ANKRD11,up,H929
ANKRD13C,up,H929
ANKRD13D,up,H929
ANKRD28,up,H929
ANKRD36BP1,up,H929
ANO8,up,H929
ANTXR2,up,H929
ANXA11,up,H929
AP5B1,up,H929
APBA3,up,H929
APBB1,up,H929
APBB1IP,up,H929
APOBEC3G,up,H929
APOBR,up,H929
APOL2,up,H929
APOL6,up,H929
ARAP1,up,H929
ARF3,up,H929
ARF5,up,H929
ARHGAP17,up,H929
ARHGAP18,up,H929
ARHGAP30,up,H929
ARHGAP4,up,H929
ARHGDIB,up,H929
ARHGEF18,up,H929
ARHGEF3,up,H929
ARHGEF9,up,H929
ARID3B,up,H929
ARID5A,up,H929
ARL6IP5,up,H929
ARL8A,up,H929
ARMC2,up,H929
ARMC5,up,H929
ARPC1B,up,H929
ARRDC2,up,H929
ARRDC3,up,H929
ARSA,up,H929
ASB2,up,H929
ATF6B,up,H929
ATG13,up,H929
ATG2A,up,H929
ATHL1,up,H929
ATM,up,H929
ATP13A2,up,H929
ATP2A3,up,H929
ATP2B4,up,H929
ATP6AP1,up,H929
ATP6V1D,up,H929
ATP6V1H,up,H929
ATP7A,up,H929
ATP8A1,up,H929
ATPIF1,up,H929
ATRX,up,H929
ATXN1,up,H929
B2M,up,H929
B4GALNT4,up,H929
B4GALT1,up,H929
BATF,up,H929
BAX,up,H929
BAZ2A,up,H929
BBC3,up,H929
BCAN,up,H929
BCL2,up,H929
BCL2L11,up,H929
BCL3,up,H929
BCL9,up,H929
BCOR,up,H929
BCR,up,H929
BECN1,up,H929
BEX2,up,H929
BEX4,up,H929
BGLAP,up,H929
BHLHE40,up,H929
BIN2,up,H929
BMF,up,H929
BMI1,up,H929
BMP8B,up,H929
BMPR2,up,H929
BORCS6,up,H929
BRD3,up,H929
BRE,up,H929
BSDC1,up,H929
BTBD2,up,H929
BTG1,up,H929
BTG2,up,H929
BZRAP1-AS1,up,H929
C10orf54,up,H929
C11orf49,up,H929
C11orf68,up,H929
C11orf71,up,H929
C11orf95,up,H929
C15orf39,up,H929
C19orf66,up,H929
C21orf2,up,H929
C4orf3,up,H929
C4orf48,up,H929
C5orf56,up,H929
C6orf1,up,H929
C6orf226,up,H929
C6orf89,up,H929
C7orf43,up,H929
C9orf16,up,H929
C9orf89,up,H929
CABIN1,up,H929
CALCOCO1,up,H929
CALHM2,up,H929
CALHM3,up,H929
CAMK1,up,H929
CAMK2D,up,H929
CAMK2G,up,H929
CAMSAP3,up,H929
CANT1,up,H929
CAP1,up,H929
CAPN1,up,H929
CAPNS1,up,H929
CARHSP1,up,H929
CASP1,up,H929
CASP4,up,H929
CASP8,up,H929
CAST,up,H929
CBX7,up,H929
CCDC115,up,H929
CCDC159,up,H929
CCDC186,up,H929
CCDC28A,up,H929
CCDC50,up,H929
CCDC53,up,H929
CCDC69,up,H929
CCDC71L,up,H929
CCDC88B,up,H929
CCDC88C,up,H929
CCL1,up,H929
CCNDBP1,up,H929
CCNG2,up,H929
CCR10,up,H929
CD180,up,H929
CD28,up,H929
CD300C,up,H929
CD37,up,H929
CD3E,up,H929
CD44,up,H929
CD53,up,H929
CD63,up,H929
CD7,up,H929
CD79B,up,H929
CDC42EP3,up,H929
CDIPT,up,H929
CDK13,up,H929
CDKN1A,up,H929
CDKN1B,up,H929
CDKN2C,up,H929
CECR1,up,H929
CELF2,up,H929
CEP68,up,H929
CERCAM,up,H929
CERKL,up,H929
CERS4,up,H929
CES2,up,H929
CFLAR,up,H929
CHCHD7,up,H929
CHD2,up,H929
CHFR,up,H929
CHIC2,up,H929
CHMP1A,up,H929
CHMP1B,up,H929
CHMP7,up,H929
CHN2,up,H929
CHPF2,up,H929
CHPT1,up,H929
CHST11,up,H929
CHURC1,up,H929
CIC,up,H929
CIR1,up,H929
CITED2,up,H929
CKLF,up,H929
CLCN7,up,H929
CLECL1,up,H929
CLIP1,up,H929
CLSTN1,up,H929
CLSTN3,up,H929
CLU,up,H929
CMIP,up,H929
CMTM6,up,H929
CNDP2,up,H929
COG4,up,H929
COL4A4,up,H929
COL9A3,up,H929
COLGALT2,up,H929
COMMD3,up,H929
COMMD7,up,H929
CORO1A,up,H929
CORO1B,up,H929
COTL1,up,H929
CPD,up,H929
CPE,up,H929
CPNE7,up,H929
CPPED1,up,H929
CPQ,up,H929
CPT1A,up,H929
CPTP,up,H929
CRAT,up,H929
CREB3L4,up,H929
CREBBP,up,H929
CRTC2,up,H929
CRYBB1,up,H929
CSNK1D,up,H929
CSNK1G2,up,H929
CST3,up,H929
CSTF2T,up,H929
CTAGE5,up,H929
CTBS,up,H929
CTDSP1,up,H929
CTIF,up,H929
CTNNB1,up,H929
CTSA,up,H929
CTSB,up,H929
CTSC,up,H929
CTSD,up,H929
CTSF,up,H929
CTSO,up,H929
CTSS,up,H929
CUL4B,up,H929
CXorf38,up,H929
CYB5A,up,H929
CYBA,up,H929
CYFIP2,up,H929
CYLD,up,H929
CYSLTR1,up,H929
CYTH4,up,H929
CYTIP,up,H929
DAAM1,up,H929
DBNL,up,H929
DCAF5,up,H929
DCAF6,up,H929
DCAF8,up,H929
DCBLD2,up,H929
DDAH2,up,H929
DDIT4,up,H929
DEDD2,up,H929
DENND1B,up,H929
DENND1C,up,H929
DENND2C,up,H929
DENND3,up,H929
DENND6B,up,H929
DEPTOR,up,H929
DERL3,up,H929
DFNB31,up,H929
DHRS7,up,H929
DLG5,up,H929
DLGAP4,up,H929
DMAP1,up,H929
DMWD,up,H929
DNAJB12,up,H929
DNAJB2,up,H929
DNAJC4,up,H929
DNASE2,up,H929
DNER,up,H929
DOCK11,up,H929
DOCK2,up,H929
DOK2,up,H929
DPY19L2P3,up,H929
DST,up,H929
DTNBP1,up,H929
DTX3L,up,H929
DUSP1,up,H929
DUSP10,up,H929
DUSP6,up,H929
DYNLT3,up,H929
DYRK1B,up,H929
DZIP3,up,H929
ECH1,up,H929
EDEM1,up,H929
EDEM2,up,H929
EFCAB14,up,H929
EFNA4,up,H929
EHD1,up,H929
ELF1,up,H929
ELF4,up,H929
ELK3,up,H929
ELMO2,up,H929
EMB,up,H929
EMID1,up,H929
EML3,up,H929
ENDOD1,up,H929
EP300,up,H929
EPB41,up,H929
EPG5,up,H929
EPS15,up,H929
ERAP1,up,H929
ERAP2,up,H929
ERBB2IP,up,H929
ERMP1,up,H929
ERN1,up,H929
ETS1,up,H929
EVA1B,up,H929
EVI2A,up,H929
EVI2B,up,H929
EVI5L,up,H929
EVL,up,H929
EXOC1,up,H929
EXOC3,up,H929
EXOC4,up,H929
EXOC7,up,H929
EXT2,up,H929
F11R,up,H929
F2RL3,up,H929
FAM117A,up,H929
FAM126B,up,H929
FAM127A,up,H929
FAM129A,up,H929
FAM13B,up,H929
FAM160B1,up,H929
FAM168A,up,H929
FAM210B,up,H929
FAM214A,up,H929
FAM222A,up,H929
FAM3C,up,H929
FAM89B,up,H929
FAM8A1,up,H929
FAT1,up,H929
FBRS,up,H929
FBXL5,up,H929
FBXO33,up,H929
FBXW4,up,H929
FCMR,up,H929
FDXR,up,H929
FERMT3,up,H929
FGD3,up,H929
FGFR3,up,H929
FIG4,up,H929
FKBP8,up,H929
FLJ20021,up,H929
FLNA,up,H929
FLOT2,up,H929
FMNL1,up,H929
FNBP1,up,H929
FNDC3B,up,H929
FOSL2,up,H929
FOXD1,up,H929
FOXN3,up,H929
FOXO3,up,H929
FRMD8,up,H929
FTL,up,H929
FUCA1,up,H929
FUK,up,H929
FURIN,up,H929
FUZ,up,H929
FXYD5,up,H929
FYN,up,H929
GAA,up,H929
GABARAP,up,H929
GABARAPL1,up,H929
GABARAPL2,up,H929
GABRG2,up,H929
GADD45B,up,H929
GAK,up,H929
GALNT1,up,H929
GALNT10,up,H929
GALNT2,up,H929
GALNT7,up,H929
GALT,up,H929
GBA,up,H929
GDE1,up,H929
GEM,up,H929
GGT1,up,H929
GIGYF1,up,H929
GIMAP2,up,H929
GIT2,up,H929
GLG1,up,H929
GLIPR1,up,H929
GLMP,up,H929
GLTP,up,H929
GLTSCR2,up,H929
GLUL,up,H929
GMFG,up,H929
GMIP,up,H929
GNAI2,up,H929
GNG4,up,H929
GNPTG,up,H929
GPAT3,up,H929
GPC1,up,H929
GPR108,up,H929
GPR132,up,H929
GPR137B,up,H929
GPR157,up,H929
GPRIN3,up,H929
GPSM3,up,H929
GRAMD4,up,H929
GRINA,up,H929
GRIPAP1,up,H929
GSDMD,up,H929
GSN,up,H929
GSTK1,up,H929
GSTM4,up,H929
GSTP1,up,H929
GSTZ1,up,H929
GYS1,up,H929
GZMB,up,H929
H6PD,up,H929
HBP1,up,H929
HCLS1,up,H929
HCST,up,H929
HDAC10,up,H929
HDAC5,up,H929
HDAC7,up,H929
HECA,up,H929
HEG1,up,H929
HELZ2,up,H929
HENMT1,up,H929
HERC3,up,H929
HERPUD2,up,H929
HEXA,up,H929
HEXIM1,up,H929
HHAT,up,H929
HIF1AN,up,H929
HIP1R,up,H929
HIPK1,up,H929
HIST1H1C,up,H929
HIST1H2AC,up,H929
HIST1H2AG,up,H929
HIST1H2AI,up,H929
HIST1H2BC,up,H929
HIST1H2BD,up,H929
HIST1H2BG,up,H929
HIST1H2BK,up,H929
HIST1H3H,up,H929
HIST1H4H,up,H929
HIST2H2BE,up,H929
HIST3H2A,up,H929
HK1,up,H929
HLA-A,up,H929
HLA-B,up,H929
HLA-C,up,H929
HLA-E,up,H929
HLA-H,up,H929
HLX,up,H929
HMG20A,up,H929
HMGCL,up,H929
HMHA1,up,H929
HOMER3,up,H929
HPS1,up,H929
HPS3,up,H929
HS1BP3,up,H929
HSD17B11,up,H929
HSH2D,up,H929
ICAM1,up,H929
ICAM3,up,H929
ID1,up,H929
ID2,up,H929
ID3,up,H929
IER2,up,H929
IER5,up,H929
IFFO2,up,H929
IFI16,up,H929
IFI27,up,H929
IFI27L2,up,H929
IFI6,up,H929
IFITM1,up,H929
IFNLR1,up,H929
IGF2BP3,up,H929
IGF2R,up,H929
IGFBP6,up,H929
IGFLR1,up,H929
IGHA1,up,H929
IGHA2,up,H929
IGHE,up,H929
IKZF1,up,H929
IL10,up,H929
IL10RA,up,H929
IL10RB,up,H929
IL12RB1,up,H929
IL16,up,H929
IL17RA,up,H929
IL2RB,up,H929
IL32,up,H929
ILK,up,H929
INAFM2,up,H929
INPP5D,up,H929
INPP5K,up,H929
INPPL1,up,H929
INSR,up,H929
IP6K1,up,H929
IP6K2,up,H929
IPP,up,H929
IQGAP1,up,H929
IQSEC1,up,H929
IRF1,up,H929
IRF2,up,H929
IRF2BPL,up,H929
IRF7,up,H929
IRF9,up,H929
IRS1,up,H929
ISG15,up,H929
ITGA4,up,H929
ITGA6,up,H929
ITGAL,up,H929
ITGB1,up,H929
ITGB5,up,H929
ITM2B,up,H929
ITPKB,up,H929
JADE2,up,H929
JAG1,up,H929
JAK1,up,H929
JAK3,up,H929
JSRP1,up,H929
JUNB,up,H929
JUND,up,H929
KAT6B,up,H929
KCNA2,up,H929
KCNK12,up,H929
KCNN3,up,H929
KCNQ1,up,H929
KCTD17,up,H929
KCTD18,up,H929
KDM3B,up,H929
KHNYN,up,H929
KIAA0125,up,H929
KIAA0195,up,H929
KIAA0430,up,H929
KIAA1217,up,H929
KIAA1551,up,H929
KIF13B,up,H929
KIFAP3,up,H929
KIR3DX1,up,H929
KLF10,up,H929
KLF13,up,H929
KLHL24,up,H929
KLHL6,up,H929
KMT2B,up,H929
KRCC1,up,H929
LAMC1,up,H929
LAMP1,up,H929
LAMP5,up,H929
LASP1,up,H929
LAT,up,H929
LAT2,up,H929
LAX1,up,H929
LCP1,up,H929
LCP2,up,H929
LDB1,up,H929
LDHD,up,H929
LETMD1,up,H929
LGALS1,up,H929
LGALS3,up,H929
LHPP,up,H929
LIMK1,up,H929
LINC00094,up,H929
LINC00341,up,H929
LINC00673,up,H929
LINC00938,up,H929
LINC00963,up,H929
LINC00997,up,H929
LINC01003,up,H929
LINC01021,up,H929
LIPA,up,H929
LMNA,up,H929
LMO4,up,H929
LOC100129034,up,H929
LOC100419583,up,H929
LOC101928465,up,H929
LOC101929612,up,H929
LOC105372267,up,H929
LOC283352,up,H929
LOC283710,up,H929
LOC440311,up,H929
LOC646762,up,H929
LOC728975,up,H929
LPIN1,up,H929
LPPR2,up,H929
LRBA,up,H929
LRCH4,up,H929
LRFN3,up,H929
LRP10,up,H929
LRRC41,up,H929
LSP1,up,H929
LTBP3,up,H929
LTBP4,up,H929
LY6E,up,H929
LY9,up,H929
LYPLA2,up,H929
LYRM1,up,H929
LZTS2,up,H929
MACF1,up,H929
MADD,up,H929
MAF,up,H929
MAGED1,up,H929
MAGEF1,up,H929
MAGEH1,up,H929
MALAT1,up,H929
MAML1,up,H929
MAN1B1,up,H929
MAN2A2,up,H929
MAN2B1,up,H929
MAN2B2,up,H929
MAP1LC3B,up,H929
MAP1LC3B2,up,H929
MAP2K3,up,H929
MAP4K1,up,H929
MAP4K4,up,H929
MAP7D1,up,H929
MAPK12,up,H929
MAPK3,up,H929
MAPRE2,up,H929
2-Mar,up,H929
MARCKS,up,H929
MAST3,up,H929
MAU2,up,H929
MB,up,H929
MB21D2,up,H929
MBD4,up,H929
MBOAT7,up,H929
MBP,up,H929
MED16,up,H929
MED18,up,H929
MEF2C,up,H929
METTL7A,up,H929
MFGE8,up,H929
MGAT3,up,H929
MGAT4B,up,H929
MGAT5,up,H929
MGEA5,up,H929
MICAL1,up,H929
MIDN,up,H929
MIEF2,up,H929
MINK1,up,H929
MIR142,up,H929
MIR6723,up,H929
MKNK2,up,H929
MKRN1,up,H929
MLC1,up,H929
MLYCD,up,H929
MMP24-AS1,up,H929
MOAP1,up,H929
MON1B,up,H929
MOSPD3,up,H929
MOV10,up,H929
MPC2,up,H929
MPG,up,H929
MPRIP,up,H929
MPZL3,up,H929
MR1,up,H929
MRPL10,up,H929
MSN,up,H929
MTMR3,up,H929
MTRNR2L1,up,H929
MTRNR2L10,up,H929
MTRNR2L2,up,H929
MTRNR2L8,up,H929
MTRNR2L9,up,H929
MVP,up,H929
MX1,up,H929
MXD3,up,H929
MXD4,up,H929
MXI1,up,H929
MYH9,up,H929
MYLK,up,H929
MYO18A,up,H929
MYO6,up,H929
MYO9B,up,H929
NAA40,up,H929
NABP1,up,H929
NAGLU,up,H929
NAGPA,up,H929
NAP1L3,up,H929
NAPSA,up,H929
NBEAL2,up,H929
NBR1,up,H929
NCKAP1L,up,H929
NCOA2,up,H929
NCOR2,up,H929
NCSTN,up,H929
NDOR1,up,H929
NDST2,up,H929
NEAT1,up,H929
NECAB3,up,H929
NEK7,up,H929
NEK9,up,H929
NEO1,up,H929
NES,up,H929
NEU1,up,H929
NEURL2,up,H929
NF1,up,H929
NFATC2,up,H929
NFKBIL1,up,H929
NGFRAP1,up,H929
NINJ1,up,H929
NINJ2,up,H929
NISCH,up,H929
NIT1,up,H929
NKG7,up,H929
NLRP1,up,H929
NLRX1,up,H929
NMB,up,H929
NME7,up,H929
NMI,up,H929
NMRK1,up,H929
NOTCH1,up,H929
NR1H2,up,H929
NT5E,up,H929
NUB1,up,H929
NUCB1,up,H929
NUDT16L1,up,H929
NUDT18,up,H929
NUDT22,up,H929
NUDT4,up,H929
NUGGC,up,H929
NUMA1,up,H929
OAS1,up,H929
OBFC1,up,H929
OGFRL1,up,H929
OGG1,up,H929
OLIG1,up,H929
OPTN,up,H929
ORAI3,up,H929
ORMDL3,up,H929
OS9,up,H929
OSBPL2,up,H929
OSTF1,up,H929
OSTM1,up,H929
OTUB1,up,H929
OTUB2,up,H929
OTUD1,up,H929
OTUD5,up,H929
OTUD7B,up,H929
P2RX4,up,H929
P2RX7,up,H929
PACS1,up,H929
PACSIN1,up,H929
PAK1,up,H929
PALD1,up,H929
PARM1,up,H929
PARP10,up,H929
PARP3,up,H929
PARP8,up,H929
PBX2,up,H929
PBXIP1,up,H929
PCBP4,up,H929
PCMTD1,up,H929
PCMTD2,up,H929
PCSK7,up,H929
PCTP,up,H929
PCYOX1,up,H929
PDCD4,up,H929
PDE3B,up,H929
PDE4D,up,H929
PDK2,up,H929
PDLIM7,up,H929
PDP1,up,H929
PELO,up,H929
PEPD,up,H929
PER1,up,H929
PEX16,up,H929
PFKFB3,up,H929
PGPEP1,up,H929
PHF1,up,H929
PHF12,up,H929
PHF2,up,H929
PHF23,up,H929
PHLDA1,up,H929
PHLDA3,up,H929
PHTF1,up,H929
PHYKPL,up,H929
PIK3CG,up,H929
PIK3IP1,up,H929
PIK3R1,up,H929
PIKFYVE,up,H929
PIM1,up,H929
PIM2,up,H929
PINK1,up,H929
PIP4K2A,up,H929
PITPNC1,up,H929
PITPNM1,up,H929
PKN1,up,H929
PKP2,up,H929
PLA2G15,up,H929
PLAG1,up,H929
PLCD3,up,H929
PLCG2,up,H929
PLCL2,up,H929
PLD3,up,H929
PLD4,up,H929
PLEC,up,H929
PLEKHA2,up,H929
PLEKHA3,up,H929
PLEKHG2,up,H929
PLEKHM1,up,H929
PLEKHM2,up,H929
PLEKHO2,up,H929
PLIN3,up,H929
PLK2,up,H929
PLSCR1,up,H929
PLXNA1,up,H929
PLXNB2,up,H929
PLXNC1,up,H929
PMEPA1,up,H929
PML,up,H929
PNPLA2,up,H929
PNPLA6,up,H929
PNRC1,up,H929
POLD4,up,H929
POLG,up,H929
POLR3GL,up,H929
POMT1,up,H929
PON2,up,H929
PORCN,up,H929
PPAP2A,up,H929
PPAPDC2,up,H929
PPCDC,up,H929
PPCS,up,H929
PPM1M,up,H929
PPP1CA,up,H929
PPP1R12A,up,H929
PPP1R16B,up,H929
PPP1R18,up,H929
PPP1R21,up,H929
PPP1R3B,up,H929
PPP3CA,up,H929
PRAF2,up,H929
PRAME,up,H929
PREX1,up,H929
PRF1,up,H929
PRICKLE3,up,H929
PRKACB,up,H929
PRKAR1A,up,H929
PRR13,up,H929
PRRC2B,up,H929
PSAP,up,H929
PSD4,up,H929
PTCH1,up,H929
PTK2B,up,H929
PTPN18,up,H929
PTPN22,up,H929
PTPN6,up,H929
PTPRCAP,up,H929
PTPRK,up,H929
PTPRS,up,H929
PVRL1,up,H929
PWWP2B,up,H929
PXK,up,H929
PXN,up,H929
QSOX1,up,H929
R3HDM4,up,H929
RAB11B,up,H929
RAB11FIP1,up,H929
RAB11FIP5,up,H929
RAB37,up,H929
RAB5B,up,H929
RAB8B,up,H929
RABAC1,up,H929
RABEP2,up,H929
RABIF,up,H929
RAC2,up,H929
RALB,up,H929
RALGPS2,up,H929
RAP2A,up,H929
RAPGEF1,up,H929
RARA,up,H929
RARG,up,H929
RARRES3,up,H929
RASA1,up,H929
RASA3,up,H929
RASAL3,up,H929
RASSF5,up,H929
RBCK1,up,H929
RBL2,up,H929
RBM38,up,H929
RBMS1,up,H929
RCBTB2,up,H929
RCSD1,up,H929
RECK,up,H929
REEP6,up,H929
RELB,up,H929
RENBP,up,H929
REPIN1,up,H929
RERE,up,H929
REST,up,H929
RFNG,up,H929
RFX5,up,H929
RGL1,up,H929
RGS14,up,H929
RHBDD2,up,H929
RHOB,up,H929
RHOC,up,H929
RHOH,up,H929
RINL,up,H929
RIPK1,up,H929
RIT1,up,H929
RNF146,up,H929
RNF166,up,H929
RNF187,up,H929
RNF213,up,H929
RNF38,up,H929
RNF44,up,H929
RNPEPL1,up,H929
ROGDI,up,H929
RPS6KA1,up,H929
RPS6KA3,up,H929
RRAS,up,H929
RRNAD1,up,H929
RSBN1,up,H929
RUFY3,up,H929
RUNX2,up,H929
RUNX3,up,H929
RXRA,up,H929
S100A4,up,H929
S100A6,up,H929
S100A9,up,H929
S100PBP,up,H929
SASH3,up,H929
SAT1,up,H929
SBF1,up,H929
SBNO2,up,H929
SCAMP2,up,H929
SCAMP5,up,H929
SCAND1,up,H929
SCN3A,up,H929
SCN9A,up,H929
SCNN1B,up,H929
SCP2,up,H929
SCPEP1,up,H929
SCRN1,up,H929
SCRN2,up,H929
SCYL3,up,H929
SDCBP,up,H929
SDSL,up,H929
SEC16B,up,H929
SELL,up,H929
SELPLG,up,H929
SEMA4A,up,H929
SEMA4B,up,H929
SEMA4D,up,H929
SEPHS2,up,H929
9-Sep,up,H929
SERINC1,up,H929
SERINC3,up,H929
SERPINB8,up,H929
SERPINE2,up,H929
SERPINI1,up,H929
SERTAD1,up,H929
SERTAD3,up,H929
SESN3,up,H929
SETD1B,up,H929
SETD2,up,H929
SETX,up,H929
SFT2D2,up,H929
SGK1,up,H929
SGSH,up,H929
SGSM3,up,H929
SH2D2A,up,H929
SH3BGRL,up,H929
SH3BGRL3,up,H929
SH3BP1,up,H929
SH3KBP1,up,H929
SH3PXD2A,up,H929
SH3RF3-AS1,up,H929
SHISA5,up,H929
SHKBP1,up,H929
SIAE,up,H929
SIDT2,up,H929
SIGIRR,up,H929
SIK3,up,H929
SIN3B,up,H929
SIPA1,up,H929
SKAP1,up,H929
SKAP2,up,H929
SKI,up,H929
SLA,up,H929
SLC12A4,up,H929
SLC12A6,up,H929
SLC16A3,up,H929
SLC1A4,up,H929
SLC25A23,up,H929
SLC25A42,up,H929
SLC2A8,up,H929
SLC35D1,up,H929
SLC35E2B,up,H929
SLC35F6,up,H929
SLC37A2,up,H929
SLC38A10,up,H929
SLC43A2,up,H929
SLC44A2,up,H929
SLC48A1,up,H929
SLC9A3R1,up,H929
SMAD1,up,H929
SMAP1,up,H929
SMARCA2,up,H929
SMARCC2,up,H929
SMCO4,up,H929
SMG6,up,H929
SMIM19,up,H929
SMPD1,up,H929
SMYD3,up,H929
SNAPIN,up,H929
SNTA1,up,H929
SOCS3,up,H929
SOS2,up,H929
SOX12,up,H929
SOX4,up,H929
SPAG4,up,H929
SPATA20,up,H929
SPATA2L,up,H929
SPECC1,up,H929
SPPL2A,up,H929
SPPL2B,up,H929
SPSB1,up,H929
SPSB3,up,H929
SQSTM1,up,H929
SRP14,up,H929
SRPK3,up,H929
SSBP2,up,H929
SSH1,up,H929
SSH2,up,H929
ST3GAL6-AS1,up,H929
ST8SIA4,up,H929
STAT1,up,H929
STAT3,up,H929
STAT4,up,H929
STAU2,up,H929
STIM1,up,H929
STK10,up,H929
STK11,up,H929
STK11IP,up,H929
STK17A,up,H929
STK17B,up,H929
STK25,up,H929
STK38,up,H929
STK40,up,H929
STON2,up,H929
STX1A,up,H929
STXBP2,up,H929
SUMF1,up,H929
SUMF2,up,H929
SUN2,up,H929
SUSD3,up,H929
SUSD6,up,H929
SYF2,up,H929
SYNE3,up,H929
SYVN1,up,H929
TADA2B,up,H929
TADA3,up,H929
TAF10,up,H929
TAGLN2,up,H929
TAPBP,up,H929
TAPBPL,up,H929
TARSL2,up,H929
TAX1BP1,up,H929
TBC1D10A,up,H929
TBC1D10C,up,H929
TBC1D17,up,H929
TBC1D20,up,H929
TBC1D22A,up,H929
TBC1D5,up,H929
TBCC,up,H929
TC2N,up,H929
TCIRG1,up,H929
TCN2,up,H929
TCTA,up,H929
TDRKH,up,H929
TECPR1,up,H929
TES,up,H929
TESC,up,H929
TESK1,up,H929
TFE3,up,H929
TGFB1,up,H929
TGFBR2,up,H929
TGOLN2,up,H929
THEMIS2,up,H929
TIGIT,up,H929
TIMP1,up,H929
TIMP2,up,H929
TINF2,up,H929
TK2,up,H929
